timestamp x y z
644871423540515378 696 -363 669
644871423560268110 679 -366 671
644871423580020842 688 -370 658
644871423599773574 663 -368 670
644871423619526306 695 -366 672
644871423639279038 692 -361 668
644871423659031770 663 -365 673
644871423678784502 660 -374 666
644871423698537234 662 -371 665
644871423718289966 654 -375 666
644871423738042698 655 -375 667
644871423757795430 648 -375 669
644871423777541802 650 -377 665
644871423797294716 647 -377 667
644871423817047630 653 -377 667
644871423836800544 656 -377 675
644871423856553458 661 -375 677
644871423876306372 659 -374 679
644871423896059286 663 -373 676
644871423915812200 661 -371 672
644871423935565114 653 -373 671
644871423955318028 655 -366 671
644871423975070942 652 -365 671
644871423994823856 652 -355 680
644871424014576770 656 -338 693
644871424034329684 666 -349 697
644871424054082598 670 -351 695
644871424073835512 679 -349 689
644871424093588426 669 -357 684
644871424113341340 658 -366 685
644871424133094254 663 -369 688
644871424152847168 658 -364 686
644871424172600082 655 -362 687
644871424192352996 659 -360 686
644871424212105910 670 -358 681
644871424231858824 668 -360 681
644871424251611738 664 -362 679
644871424271364652 664 -368 678
644871424291117566 668 -371 676
644871424310870480 669 -375 670
644871424330623394 667 -373 669
644871424350376308 666 -374 671
644871424370129222 669 -374 674
644871424389882136 669 -376 668
644871424409635050 665 -377 671
644871424429387964 666 -378 667
644871424449140878 665 -378 666
644871424468893792 664 -379 671
644871424488876120 658 -379 673
644871424508622480 664 -378 678
644871424528368840 662 -373 678
644871424548115200 670 -371 680
644871424567861560 658 -376 690
644871424587607920 645 -377 684
644871424607354280 642 -378 679
644871424627100640 660 -377 668
644871424646847000 650 -382 664
644871424666593360 652 -379 667
644871424686339720 649 -381 674
644871424706086080 651 -379 679
644871424725832440 657 -379 679
644871424745578800 657 -374 677
644871424765325160 658 -373 681
644871424785071520 663 -369 679
644871424804817880 660 -369 687
644871424824564240 657 -371 685
644871424844310600 653 -369 691
644871424864056960 654 -372 689
644871424883803320 656 -372 682
644871424903549680 652 -376 680
644871424923296040 651 -377 674
644871424943042400 654 -381 677
644871424962788760 657 -381 672
644871424982535120 652 -380 672
644871425002281480 656 -381 668
644871425022027840 655 -381 669
644871425041774200 658 -382 668
644871425061520560 657 -381 671
644871425081266920 664 -378 668
644871425101013280 663 -378 670
644871425120759640 658 -378 673
644871425140506000 663 -377 669
644871425160252360 666 -379 677
644871425179998720 670 -376 673
644871425199413759 663 -374 671
644871425219169586 659 -377 672
644871425238925413 661 -377 672
644871425258681240 665 -379 676
644871425278437067 664 -375 674
644871425298192894 658 -376 673
644871425317948721 663 -376 672
644871425337704548 657 -378 675
644871425357460375 666 -376 672
644871425377216202 658 -377 674
644871425396972029 660 -376 672
644871425416727856 656 -375 672
644871425436483683 657 -376 675
644871425456239510 658 -379 676
644871425475995337 662 -375 669
644871425495751164 659 -377 670
644871425515506991 661 -379 667
644871425535262818 658 -381 667
644871425555018645 659 -381 672
644871425574774472 662 -380 674
644871425594530299 666 -379 677
644871425614286126 678 -379 671
644871425634041953 666 -379 665
644871425653797780 663 -374 663
644871425673553607 666 -373 664
644871425693309434 668 -370 673
644871425713065261 658 -365 678
644871425732821088 656 -366 687
644871425752576915 659 -363 690
644871425772332742 658 -369 688
644871425792088569 650 -372 685
644871425811844396 652 -376 682
644871425831600223 655 -377 682
644871425851356050 654 -379 677
644871425871111877 654 -379 673
644871425890867704 664 -379 668
644871425910661800 661 -381 667
644871425930416534 662 -378 668
644871425950171268 671 -378 663
644871425969926002 671 -374 666
644871425989680736 668 -373 671
644871426009435470 671 -367 678
644871426029190204 666 -364 684
644871426048944938 665 -361 688
644871426068699672 660 -364 686
644871426088454406 657 -365 683
644871426108209140 656 -371 679
644871426127963874 655 -375 676
644871426147718608 656 -374 680
644871426167473342 653 -372 681
644871426187228076 652 -371 683
644871426206982810 653 -370 684
644871426226737544 658 -369 687
644871426246492278 658 -365 684
644871426266247012 658 -366 688
644871426286001746 657 -371 685
644871426305756480 661 -368 683
644871426325511214 660 -370 679
644871426345265948 658 -371 677
644871426365020682 659 -373 673
644871426384775416 657 -373 676
644871426404530150 654 -374 676
644871426424284884 658 -374 676
644871426444039618 659 -376 677
644871426463794352 652 -377 681
644871426483549086 654 -376 678
644871426503303820 658 -372 676
644871426523058554 661 -373 672
644871426542813288 660 -373 676
644871426562568022 660 -370 676
644871426582322756 658 -363 681
644871426602077490 664 -342 693
644871426621787633 656 -335 704
644871426641543642 634 -317 714
644871426661299651 650 -302 735
644871426681055660 696 -280 746
644871426700811669 688 -263 767
644871426720567678 698 -266 801
644871426740323687 706 -268 802
644871426760079696 691 -280 799
644871426779835705 680 -229 746
644871426799591714 716 -93 688
644871426819347723 730 -60 690
644871426839103732 663 -26 711
644871426858859741 597 25 730
644871426878615750 607 76 738
644871426898371759 585 121 731
644871426918127768 574 106 729
644871426937883777 582 63 722
644871426957639786 643 -35 743
644871426977395795 629 -112 743
644871426997151804 691 -101 737
644871427016907813 705 -156 744
644871427036663822 713 -178 746
644871427056419831 711 -151 746
644871427076175840 682 -171 752
644871427095931849 613 -127 824
644871427115687858 689 -1 849
644871427135443867 716 101 880
644871427155199876 737 137 944
644871427174955885 765 128 997
644871427194711894 737 110 942
644871427214467903 582 98 841
644871427234223912 429 121 826
644871427253979921 476 179 786
644871427273735930 521 222 811
644871427293491939 521 244 834
644871427313247948 495 373 886
644871427333169620 472 424 883
644871427352920896 480 350 728
644871427372672172 448 374 844
644871427392423448 388 411 875
644871427412174724 227 382 943
644871427431926000 184 245 979
644871427451677276 239 255 960
644871427471428552 319 263 895
644871427491179828 185 192 956
644871427510931104 174 102 982
644871427530682380 194 95 928
644871427550433656 201 129 939
644871427570184932 256 106 1030
644871427589936208 327 54 1121
644871427609687484 320 3 1180
644871427629438760 343 7 1113
644871427649190036 374 30 1049
644871427668941312 398 18 969
644871427688692588 366 31 951
644871427708443864 374 62 933
644871427728195140 382 107 831
644871427747946416 285 133 834
644871427767697692 280 187 832
644871427787448968 296 258 857
644871427807200244 304 409 863
644871427826951520 216 556 772
644871427846702796 90 586 763
644871427866454072 162 522 802
644871427886205348 260 558 844
644871427905956624 125 672 958
644871427925707900 39 742 885
644871427945459176 -169 503 956
644871427965210452 74 497 926
644871427984961728 -39 510 1023
644871428004713004 -52 424 1031
644871428024464280 5 381 972
644871428044183710 70 343 948
644871428063935896 93 381 943
644871428083688082 101 396 980
644871428103440268 152 371 972
644871428123192454 157 303 957
644871428142944640 181 278 937
644871428162696826 174 284 963
644871428182449012 148 285 969
644871428202201198 90 289 970
644871428221953384 28 293 961
644871428241705570 -5 324 971
644871428261457756 -29 373 951
644871428281209942 -42 394 954
644871428300962128 -48 404 949
644871428320714314 -48 406 938
644871428340466500 -73 409 924
644871428360218686 -63 435 931
644871428379970872 -47 447 936
644871428399723058 -44 457 939
644871428419475244 -35 474 925
644871428439227430 -32 462 955
644871428458979616 -17 457 941
644871428478731802 -3 434 949
644871428498483988 10 425 945
644871428518236174 13 454 953
644871428537988360 23 437 947
644871428557740546 5 434 948
644871428577492732 -19 419 946
644871428597244918 -50 399 951
644871428616997104 -40 456 924
644871428636749290 -41 488 919
644871428656501476 -61 482 939
644871428676253662 -62 480 925
644871428696005848 -46 474 919
644871428715758034 -19 480 916
644871428735510220 -20 490 930
644871428754854627 -22 471 936
644871428774618464 -2 431 925
644871428794382301 -20 428 925
644871428814146138 -8 407 942
644871428833909975 -21 438 946
644871428853673812 -24 410 954
644871428873437649 -36 428 942
644871428893201486 -51 450 952
644871428912965323 -79 449 942
644871428932729160 -83 453 930
644871428952492997 -71 463 930
644871428972256834 -61 475 925
644871428992020671 -47 475 925
644871429011784508 -34 464 919
644871429031548345 -32 452 920
644871429051312182 -33 455 937
644871429071076019 -32 461 938
644871429090839856 -38 465 941
644871429110603693 -40 467 937
644871429130367530 -43 464 934
644871429150131367 -55 448 937
644871429169895204 -60 446 942
644871429189659041 -66 453 940
644871429209422878 -55 457 939
644871429229186715 -54 443 943
644871429248950552 -76 425 943
644871429268714389 -66 441 941
644871429288478226 -26 471 919
644871429308242063 -75 491 889
644871429328005900 -61 477 940
644871429347769737 -35 476 946
644871429367533574 -42 447 948
644871429387297411 -45 451 936
644871429407061248 -32 475 932
644871429426825085 -34 473 937
644871429446588922 -40 465 937
644871429466422872 -41 461 921
644871429486184706 -43 454 943
644871429505946540 -39 480 917
644871429525708374 -55 490 914
644871429545470208 -53 489 910
644871429565232042 -65 477 909
644871429584993876 -64 476 915
644871429604755710 -56 479 924
644871429624517544 -54 470 920
644871429644279378 -57 467 929
644871429664041212 -61 470 920
644871429683803046 -58 474 927
644871429703564880 -61 476 922
644871429723326714 -61 479 920
644871429743088548 -60 478 923
644871429762850382 -72 469 932
644871429782612216 -75 468 930
644871429802374050 -82 466 939
644871429822135884 -73 466 937
644871429841897718 -66 483 907
644871429861659552 -76 493 896
644871429881421386 -82 483 930
644871429901183220 -82 429 949
644871429920945054 -70 392 961
644871429940706888 -57 373 970
644871429960468722 -63 377 964
644871429980230556 -29 374 966
644871429999992390 -4 382 954
644871430019754224 -51 406 960
644871430039516058 -63 425 939
644871430059277892 -111 447 927
644871430079039726 -77 498 911
644871430098801560 -44 527 863
644871430118563394 -15 581 856
644871430138325228 -8 585 857
644871430158087062 -1 540 868
644871430177855292 50 521 870
644871430197616944 67 581 808
644871430217378596 -3 563 841
644871430237140248 -9 594 862
644871430256901900 -21 573 867
644871430276663552 -39 499 898
644871430296425204 -34 477 926
644871430316186856 -12 460 948
644871430335948508 3 452 942
644871430355710160 6 463 944
644871430375471812 -1 472 943
644871430395233464 -8 459 955
644871430414995116 3 446 959
644871430434756768 -2 445 947
644871430454518420 -10 466 916
644871430474280072 -15 495 895
644871430494041724 -7 518 874
644871430513803376 -32 519 885
644871430533565028 -24 480 883
644871430553326680 12 480 869
644871430573088332 17 467 891
644871430592849984 17 473 919
644871430612611636 13 466 922
644871430632373288 16 463 919
644871430652134940 20 465 926
644871430671896592 24 459 926
644871430691658244 10 453 922
644871430711419896 0 459 930
644871430731181548 -5 469 933
644871430750943200 -6 461 941
644871430770704852 1 446 948
644871430790466504 20 428 939
644871430810228156 17 438 942
644871430829989808 14 452 945
644871430849751460 10 454 946
644871430869513112 15 450 940
644871430889287528 24 448 941
644871430909048816 31 446 931
644871430928810104 33 450 932
644871430948571392 26 453 929
644871430968332680 20 452 931
644871430988093968 16 447 932
644871431007855256 23 443 930
644871431027616544 19 445 936
644871431047377832 21 444 932
644871431067139120 18 452 933
644871431086900408 18 449 936
644871431106661696 25 452 937
644871431126422984 23 451 932
644871431146184272 18 454 931
644871431165945560 17 455 934
644871431185706848 20 457 938
644871431205468136 11 454 944
644871431225229424 13 453 948
644871431244990712 -6 434 954
644871431264752000 48 404 948
644871431284513288 26 425 942
644871431304274576 23 419 903
644871431324035864 29 443 933
644871431343797152 -25 458 926
644871431363558440 -31 472 918
644871431383319728 -34 479 936
644871431403081016 -29 465 933
644871431422842304 7 423 934
644871431442603592 34 436 937
644871431462364880 54 421 932
644871431482126168 51 429 927
644871431501887456 38 436 935
644871431521648744 44 445 934
644871431541410032 18 455 940
644871431561171320 -2 462 941
644871431580932608 -6 457 938
644871431600687542 -18 460 938
644871431620449012 -15 465 931
644871431640210482 -4 467 935
644871431659971952 18 459 930
644871431679733422 32 451 931
644871431699494892 16 451 928
644871431719256362 10 457 926
644871431739017832 8 458 931
644871431758779302 10 453 931
644871431778540772 7 449 931
644871431798302242 5 451 928
644871431818063712 4 457 928
644871431837825182 4 454 928
644871431857586652 12 449 928
644871431877348122 16 448 930
644871431897109592 10 451 928
644871431916871062 7 456 933
644871431936632532 6 455 935
644871431956394002 9 455 933
644871431976155472 7 451 936
644871431995916942 6 453 938
644871432015678412 6 451 934
644871432035439882 9 451 934
644871432055201352 11 447 933
644871432074962822 9 450 930
644871432094724292 7 455 930
644871432114485762 1 458 933
644871432134247232 5 456 930
644871432154008702 14 453 932
644871432173770172 13 448 934
644871432193531642 15 449 935
644871432213293112 11 451 929
644871432233054582 7 456 934
644871432252816052 4 452 935
644871432272577522 9 446 938
644871432292338992 21 439 941
644871432312125966 15 455 932
644871432331886708 -4 480 922
644871432351647450 -4 476 923
644871432371408192 14 468 923
644871432391168934 16 455 924
644871432410929676 15 455 925
644871432430690418 5 441 938
644871432450451160 9 432 946
644871432470211902 16 428 939
644871432489972644 11 452 926
644871432509733386 -14 468 938
644871432529494128 -3 455 937
644871432549254870 12 451 946
644871432569015612 45 446 934
644871432588776354 39 472 922
644871432608537096 5 462 933
644871432628297838 -22 450 934
644871432648058580 2 447 927
644871432667819322 7 447 928
644871432687580064 1 470 930
644871432707340806 -22 461 943
644871432727101548 -35 451 947
644871432746862290 -40 430 947
644871432766623032 -21 451 937
644871432786383774 5 475 935
644871432806144516 2 432 937
644871432825905258 4 419 895
644871432845666000 22 467 891
644871432865426742 9 479 924
644871432885187484 2 458 922
644871432904948226 -12 454 929
644871432924708968 -41 434 955
644871432944469710 -29 453 956
644871432964230452 -21 485 940
644871432983991194 -26 497 930
644871433003751936 -39 496 922
644871433023391625 -31 489 937
644871433043155826 -13 478 922
644871433062920027 14 453 933
644871433082684228 0 455 943
644871433102448429 -17 433 976
644871433122212630 49 371 963
644871433141976831 29 368 950
644871433161741032 11 389 914
644871433181505233 -47 421 934
644871433201269434 -92 408 941
644871433221033635 -57 409 923
644871433240797836 -92 417 936
644871433260562037 -88 419 942
644871433280326238 -28 450 918
644871433300090439 -18 473 939
644871433319854640 -35 465 948
644871433339618841 -17 434 951
644871433359383042 4 408 937
644871433379147243 -20 443 942
644871433398911444 -21 439 950
644871433418675645 -17 430 934
644871433438439846 -22 428 946
644871433458204047 -35 419 947
644871433477968248 -19 439 939
644871433497732449 -25 456 940
644871433517496650 -38 448 941
644871433537260851 -44 430 944
644871433557025052 -45 448 940
644871433576789253 -22 447 937
644871433596553454 -16 452 936
644871433616317655 -32 434 943
644871433636081856 -18 433 936
644871433655846057 1 440 936
644871433675610258 7 429 952
644871433695374459 10 434 937
644871433715138660 38 456 944
644871433734883761 34 468 935
644871433754648508 -71 416 936
644871433774413255 -73 406 924
644871433794178002 0 475 919
644871433813942749 -19 503 938
644871433833707496 -7 499 909
644871433853472243 -50 510 909
644871433873236990 -55 480 938
644871433893001737 -67 414 950
644871433912766484 -36 432 907
644871433932531231 -6 501 935
644871433952295978 -32 510 923
644871433972060725 -22 488 901
644871433991825472 -63 484 908
644871434011590219 -34 482 883
644871434031354966 -39 492 893
644871434051119713 -42 493 928
644871434070884460 -28 483 930
644871434090649207 -30 465 923
644871434110413954 -11 459 926
644871434130178701 -4 468 923
644871434149943448 -21 480 940
644871434169708195 -30 478 954
644871434189472942 -28 468 958
644871434209237689 -14 445 906
644871434229002436 -103 413 911
644871434248767183 -46 520 898
644871434268531930 -39 491 900
644871434288296677 -45 474 892
644871434308061424 -54 465 916
644871434327826171 -81 451 938
644871434347590918 -74 434 942
644871434367355665 -80 442 952
644871434387120412 -69 456 956
644871434406885159 -46 483 944
644871434426649906 -34 487 929
644871434446491138 -20 486 926
644871434466253700 11 481 919
644871434486016262 41 489 905
644871434505778824 56 474 898
644871434525541386 22 469 904
644871434545303948 -15 470 921
644871434565066510 -38 466 941
644871434584829072 -53 456 951
644871434604591634 -48 470 948
644871434624354196 -100 441 913
644871434644116758 -65 464 940
644871434663879320 -47 492 936
644871434683641882 -33 468 921
644871434703404444 -25 475 908
644871434723167006 -17 473 915
644871434742929568 -20 473 922
644871434762692130 -18 471 936
644871434782454692 -29 471 937
644871434802217254 -33 463 941
644871434821979816 -40 462 937
644871434841742378 -36 463 944
644871434861504940 -33 463 944
644871434881267502 -28 465 935
644871434901030064 -33 457 941
644871434920792626 -22 460 928
644871434940555188 -23 468 928
644871434960317750 -25 466 931
644871434980080312 -28 460 932
644871434999842874 -32 454 933
644871435019605436 -31 465 948
644871435039367998 -31 472 931
644871435059130560 -49 479 927
644871435078893122 -53 459 939
644871435098655684 -33 464 925
644871435118418246 -17 464 932
644871435138180808 -10 463 926
644871435158109057 -20 456 927
644871435177866886 -21 457 931
644871435197624715 -7 448 947
644871435217382544 -17 451 944
644871435237140373 -28 453 934
644871435256898202 -38 448 936
644871435276656031 -35 446 939
644871435296413860 -23 452 938
644871435316171689 -21 453 933
644871435335929518 -11 452 945
644871435355687347 -9 447 940
644871435375445176 -14 449 954
644871435395203005 -27 457 939
644871435414960834 -29 463 940
644871435434718663 -22 470 939
644871435454476492 -15 458 928
644871435474234321 -19 455 927
644871435493992150 -25 452 936
644871435513749979 -18 455 933
644871435533507808 -18 457 934
644871435553265637 -33 452 936
644871435573023466 -18 441 942
644871435592781295 -12 448 941
644871435612539124 -9 448 949
644871435632296953 -5 446 937
644871435652054782 -2 452 946
644871435671812611 -9 434 928
644871435691570440 -3 448 928
644871435711328269 -17 458 938
644871435731086098 -32 433 939
644871435750843927 -26 445 936
644871435770601756 -8 460 938
644871435790359585 -15 458 935
644871435810117414 -25 455 939
644871435829875243 -23 447 939
644871435849633072 -22 454 932
644871435869288972 -37 456 940
644871435889049714 -38 467 937
644871435908810456 -34 468 932
644871435928571198 -29 462 939
644871435948331940 -29 454 943
644871435968092682 0 445 937
644871435987853424 -7 460 944
644871436007614166 -28 462 938
644871436027374908 -32 457 956
644871436047135650 -22 443 939
644871436066896392 -38 455 950
644871436086657134 -87 449 957
644871436106417876 -132 432 967
644871436126178618 -97 459 970
644871436145939360 -95 479 969
644871436165700102 -30 424 961
644871436185460844 77 391 927
644871436205221586 151 402 923
644871436224982328 181 420 930
644871436244743070 187 416 921
644871436264503812 209 416 895
644871436284264554 233 448 879
644871436304025296 237 468 870
644871436323786038 226 462 864
644871436343546780 219 431 855
644871436363307522 205 427 864
644871436383068264 203 451 864
644871436402829006 199 460 870
644871436422589748 194 449 900
644871436442350490 202 436 914
644871436462111232 192 422 902
644871436481871974 195 441 920
644871436501632716 195 437 935
644871436521393458 204 426 929
644871436541154200 228 424 919
644871436560914942 245 427 910
644871436580605628 263 424 886
644871436600368372 291 443 888
644871436620131116 286 444 908
644871436639893860 274 438 875
644871436659656604 270 443 881
644871436679419348 269 451 879
644871436699182092 263 451 890
644871436718944836 243 452 881
644871436738707580 213 453 893
644871436758470324 203 450 893
644871436778233068 211 436 878
644871436797995812 234 433 890
644871436817758556 216 408 917
644871436837521300 205 391 940
644871436857284044 202 375 956
644871436877046788 200 376 956
644871436896809532 185 374 947
644871436916572276 164 378 956
644871436936335020 137 381 951
644871436956097764 155 341 948
644871436975860508 209 354 905
644871436995623252 197 374 946
644871437015385996 198 375 935
644871437035148740 208 375 926
644871437054911484 206 383 931
644871437074674228 203 383 934
644871437094436972 175 381 937
644871437114199716 173 379 942
644871437133962460 134 386 952
644871437153725204 102 386 966
644871437173487948 82 384 964
644871437193250692 81 380 962
644871437213013436 83 374 967
644871437232776180 82 355 958
644871437252538924 78 351 964
644871437272301668 94 343 962
644871437292166366 96 338 959
644871437311926198 107 323 964
644871437331686030 129 312 952
644871437351445862 124 301 961
644871437371205694 132 296 962
644871437390965526 119 291 965
644871437410725358 120 281 967
644871437430485190 114 275 971
644871437450245022 106 271 972
644871437470004854 105 261 974
644871437489764686 112 259 979
644871437509524518 123 257 973
644871437529284350 112 252 980
644871437549044182 118 249 978
644871437568804014 119 246 971
644871437588563846 110 246 972
644871437608323678 139 243 979
644871437628083510 140 246 977
644871437647843342 132 242 981
644871437667603174 143 239 976
644871437687363006 145 237 977
644871437707122838 134 239 985
644871437726882670 138 240 986
644871437746642502 124 239 989
644871437766402334 139 236 990
644871437786162166 138 230 975
644871437805921998 114 226 981
644871437825681830 110 233 980
644871437845441662 115 236 970
644871437865201494 121 241 971
644871437884961326 112 249 970
644871437904721158 102 251 965
644871437924480990 106 245 958
644871437944240822 123 244 955
644871437964000654 120 244 957
644871437983760486 126 243 960
644871438003348295 119 240 964
644871438023113042 110 230 972
644871438042877789 131 217 976
644871438062642536 156 207 978
644871438082407283 178 212 991
644871438102172030 179 213 1003
644871438121936777 196 204 1007
644871438141701524 199 201 997
644871438161466271 212 201 986
644871438181231018 229 204 977
644871438200995765 237 203 981
644871438220760512 231 207 973
644871438240525259 234 192 967
644871438260290006 273 187 961
644871438280054753 330 214 960
644871438299819500 297 220 963
644871438319584247 298 202 963
644871438339348994 323 200 958
644871438359113741 312 199 967
644871438378878488 319 198 973
644871438398643235 312 200 977
644871438418407982 299 186 974
644871438438172729 300 191 972
644871438457937476 291 195 973
644871438477702223 299 196 968
644871438497466970 300 201 963
644871438517231717 306 204 928
644871438536996464 277 232 933
644871438556761211 279 245 956
644871438576525958 294 243 947
644871438596290705 270 245 938
644871438616055452 245 251 948
644871438635820199 234 272 966
644871438655584946 222 276 966
644871438675349693 215 276 964
644871438695114440 214 292 952
644871438714942938 199 302 960
644871438734705864 198 311 954
644871438754468790 192 314 963
644871438774231716 195 296 948
644871438793994642 184 298 937
644871438813757568 190 297 964
644871438833520494 181 298 967
644871438853283420 180 275 964
644871438873046346 166 270 964
644871438892809272 170 259 971
644871438912572198 157 250 971
644871438932335124 161 239 974
644871438952098050 162 241 963
644871438971860976 156 243 966
644871438991623902 152 247 965
644871439011386828 133 249 966
644871439031149754 133 248 969
644871439050912680 129 248 967
644871439070675606 131 248 976
644871439090438532 136 248 967
644871439110201458 138 244 974
644871439129964384 151 251 969
644871439149727310 145 254 969
644871439169490236 152 252 972
644871439189253162 157 255 966
644871439209016088 163 260 970
644871439228779014 162 270 967
644871439248541940 164 274 968
644871439268304866 157 275 967
644871439288067792 154 270 965
644871439307830718 154 280 960
644871439327593644 153 302 966
644871439347356570 171 316 964
644871439367119496 149 311 963
644871439386882422 174 300 961
644871439406645348 177 281 954
644871439426465632 174 294 956
644871439446226920 181 285 959
644871439465988208 167 299 960
644871439485749496 156 297 962
644871439505510784 157 296 962
644871439525272072 154 287 963
644871439545033360 155 295 967
644871439564794648 160 292 969
644871439584555936 170 281 970
644871439604317224 173 271 960
644871439624078512 176 277 963
644871439643839800 187 281 962
644871439663601088 191 276 961
644871439683362376 191 270 959
644871439703123664 189 272 963
644871439722884952 190 273 964
644871439742646240 193 283 964
644871439762407528 185 274 966
644871439782168816 181 261 968
644871439801930104 195 255 968
644871439821691392 191 251 968
644871439841452680 198 252 968
644871439861213968 213 252 964
644871439880975256 193 259 915
644871439900736544 133 281 955
644871439920497832 178 294 1000
644871439940259120 157 271 978
644871439960020408 124 256 971
644871439979781696 111 259 978
644871439999542984 127 248 991
644871440019304272 142 244 970
644871440039065560 152 239 961
644871440058826848 166 247 962
644871440078588136 192 254 960
644871440098349424 199 268 963
644871440118110712 221 264 960
644871440137910246 214 257 960
644871440157670442 223 248 960
644871440177430638 213 243 965
644871440197190834 217 236 969
644871440216951030 200 226 969
644871440236711226 195 208 976
644871440256471422 183 205 973
644871440276231618 165 202 983
644871440295991814 162 209 978
644871440315752010 159 213 976
644871440335512206 165 226 974
644871440355272402 176 237 977
644871440375032598 190 241 973
644871440394792794 196 245 973
644871440414552990 198 242 967
644871440434313186 200 245 967
644871440454073382 204 245 967
644871440473833578 205 249 967
644871440493593774 211 245 964
644871440513353970 207 246 965
644871440533114166 207 246 965
644871440552874362 203 243 968
644871440572634558 202 241 968
644871440592394754 204 242 965
644871440612154950 203 242 969
644871440631915146 202 239 969
644871440651675342 200 234 969
644871440671435538 201 235 971
644871440691195734 196 236 970
644871440710955930 193 233 970
644871440730716126 196 236 968
644871440750476322 199 238 966
644871440770236518 192 243 969
644871440789996714 191 244 968
644871440809756910 194 245 968
644871440829517106 197 244 966
644871440849283682 195 244 968
644871440869043696 200 244 966
644871440888803710 201 246 968
644871440908563724 199 242 967
644871440928323738 201 241 969
644871440948083752 199 241 968
644871440967843766 200 240 967
644871440987603780 198 244 967
644871441007363794 197 242 968
644871441027123808 199 241 969
644871441046883822 197 242 969
644871441066643836 200 241 965
644871441086403850 193 242 967
644871441106163864 191 244 971
644871441125923878 191 242 969
644871441145683892 198 240 967
644871441165443906 198 240 966
644871441185203920 198 242 965
644871441204963934 196 243 966
644871441224723948 197 242 967
644871441244483962 199 243 965
644871441264243976 199 244 966
644871441284003990 199 246 967
644871441303764004 198 245 967
644871441323524018 199 246 968
644871441343284032 200 246 969
644871441363044046 200 243 966
644871441382804060 201 244 964
644871441402564074 201 247 964
644871441422324088 199 247 966
644871441442084102 200 248 965
644871441461844116 201 247 966
644871441481604130 200 245 967
644871441501364144 200 245 968
644871441521124158 201 245 968
644871441540884172 199 245 969
644871441560962760 199 243 968
644871441580713672 200 244 965
644871441600464584 199 243 966
644871441620215496 200 246 964
644871441639966408 200 249 963
644871441659717320 200 248 963
644871441679468232 201 248 965
644871441699219144 200 247 965
644871441718970056 200 246 966
644871441738720968 200 245 966
644871441758471880 200 244 968
644871441778222792 199 245 968
644871441797973704 203 246 967
644871441817724616 202 246 968
644871441837475528 201 248 965
644871441857226440 199 246 965
644871441876977352 197 250 965
644871441896728264 197 251 966
644871441916479176 196 250 965
644871441936230088 197 250 966
644871441955981000 197 250 966
644871441975731912 200 247 965
644871441995482824 201 248 965
644871442015233736 201 247 963
644871442034984648 202 249 966
644871442054735560 204 251 963
644871442074486472 201 250 965
644871442094237384 200 250 965
644871442113988296 200 249 966
644871442133739208 199 248 964
644871442153490120 198 249 965
644871442173241032 199 249 968
644871442192991944 197 250 965
644871442212742856 199 251 966
644871442232493768 199 251 965
644871442252244680 201 251 965
644871442271759871 202 252 965
644871442291517518 203 248 963
644871442311275165 204 250 965
644871442331032812 206 249 962
644871442350790459 202 247 967
644871442370548106 203 245 962
644871442390305753 204 251 964
644871442410063400 206 253 967
644871442429821047 209 251 965
644871442449578694 206 249 965
644871442469336341 204 247 967
644871442489093988 203 246 966
644871442508851635 205 245 964
644871442528609282 204 247 963
644871442548366929 204 248 964
644871442568124576 206 251 962
644871442587882223 203 254 963
644871442607639870 202 253 962
644871442627397517 201 254 963
644871442647155164 203 251 963
644871442666912811 202 250 964
644871442686670458 206 247 966
644871442706428105 204 248 964
644871442726185752 203 244 965
644871442745943399 202 242 964
644871442765701046 207 245 967
644871442785458693 207 245 968
644871442805216340 212 246 966
644871442824973987 212 246 965
644871442844731634 205 247 965
644871442864489281 205 249 962
644871442884246928 203 257 962
644871442904004575 201 259 964
644871442923762222 202 256 962
644871442943519869 202 258 962
644871442963277516 204 262 963
644871442982958704 204 264 961
644871443002718536 208 263 963
644871443022478368 208 260 962
644871443042238200 212 253 959
644871443061998032 210 256 963
644871443081757864 208 253 965
644871443101517696 208 249 963
644871443121277528 207 251 962
644871443141037360 208 261 961
644871443160797192 203 262 963
644871443180557024 208 265 960
644871443200316856 208 264 961
644871443220076688 206 262 963
644871443239836520 203 259 961
644871443259596352 206 259 962
644871443279356184 206 263 961
644871443299116016 214 259 963
644871443318875848 215 264 961
644871443338635680 210 262 964
644871443358395512 204 257 963
644871443378155344 202 255 963
644871443397915176 214 249 965
644871443417675008 232 258 961
644871443437434840 228 255 962
644871443457194672 223 252 961
644871443476954504 230 252 957
644871443496714336 236 255 955
644871443516474168 225 260 959
644871443536234000 230 257 958
644871443555993832 230 251 960
644871443575753664 217 248 959
644871443595513496 221 250 963
644871443615273328 234 255 960
644871443635033160 238 254 958
644871443654792992 230 254 961
644871443674552824 238 250 958
644871443694471953 246 248 961
644871443714227234 248 246 957
644871443733982515 244 248 960
644871443753737796 244 245 962
644871443773493077 252 243 961
644871443793248358 248 240 962
644871443813003639 235 241 960
644871443832758920 244 246 965
644871443852514201 237 252 965
644871443872269482 239 250 964
644871443892024763 243 250 961
644871443911780044 241 252 960
644871443931535325 246 255 961
644871443951290606 249 260 958
644871443971045887 249 263 955
644871443990801168 242 263 954
644871444010556449 237 260 954
644871444030311730 239 263 955
644871444050067011 239 261 961
644871444069822292 237 257 959
