timestamp x y z
644871358645178018 694 -360 689
644871358664913274 696 -373 678
644871358684648530 686 -379 675
644871358704383786 678 -385 671
644871358724119042 674 -386 657
644871358743854298 678 -384 648
644871358763589554 692 -383 638
644871358783324810 710 -377 628
644871358803060066 704 -376 636
644871358822795322 656 -382 653
644871358842530578 623 -385 669
644871358862265834 606 -389 682
644871358882001090 590 -389 697
644871358901736346 578 -386 710
644871358921471602 574 -381 717
644871358941206858 577 -378 715
644871358960942114 591 -373 714
644871358980677370 622 -365 718
644871359000412626 627 -350 721
644871359020147882 621 -343 724
644871359039883138 603 -344 730
644871359059618394 589 -337 734
644871359079353650 595 -338 736
644871359098744862 587 -342 736
644871359118489948 578 -352 739
644871359138235034 573 -349 743
644871359157980120 569 -357 745
644871359177725206 567 -366 748
644871359197470292 566 -376 744
644871359217215378 568 -378 737
644871359236960464 572 -376 733
644871359256705550 572 -379 733
644871359276450636 573 -383 731
644871359296195722 572 -382 735
644871359315940808 570 -385 732
644871359335685894 572 -391 732
644871359355430980 570 -392 734
644871359375176066 579 -382 737
644871359394921152 595 -375 739
644871359414666238 583 -370 744
644871359434411324 576 -371 746
644871359454156410 577 -371 742
644871359473901496 575 -377 739
644871359493646582 573 -380 741
644871359513391668 574 -380 742
644871359533136754 574 -379 739
644871359552881840 573 -377 740
644871359572626926 572 -376 743
644871359592372012 571 -377 739
644871359612117098 569 -375 741
644871359631862184 567 -380 748
644871359651607270 570 -380 750
644871359671352356 572 -378 755
644871359691097442 571 -379 762
644871359710842528 569 -377 759
644871359730587614 565 -379 761
644871359750332700 580 -385 774
644871359770077786 612 -382 766
644871359789822872 574 -403 779
644871359809727259 520 -413 755
644871359829467794 511 -396 744
644871359849208329 491 -408 741
644871359868948864 499 -443 732
644871359888689399 523 -435 726
644871359908429934 532 -399 735
644871359928170469 525 -384 733
644871359947911004 503 -385 746
644871359967651539 518 -381 749
644871359987392074 535 -365 760
644871360007132609 568 -352 765
644871360026873144 538 -339 784
644871360046613679 537 -329 804
644871360066354214 556 -318 810
644871360086094749 556 -315 815
644871360105835284 552 -324 819
644871360125575819 555 -339 811
644871360145316354 560 -358 822
644871360165056889 573 -363 820
644871360184797424 576 -357 815
644871360204537959 600 -364 802
644871360224278494 637 -341 773
644871360244019029 628 -304 750
644871360263759564 591 -315 733
644871360283500099 572 -386 702
644871360303240634 541 -455 675
644871360322981169 549 -482 682
644871360342721704 577 -489 677
644871360362462239 627 -478 634
644871360382202774 654 -468 595
644871360401943309 649 -445 550
644871360421683844 650 -406 511
644871360441424379 651 -378 486
644871360461164914 645 -369 474
644871360480905449 615 -374 477
644871360500645984 653 -382 479
644871360520418389 690 -384 484
644871360540158014 717 -378 501
644871360559897639 716 -379 517
644871360579637264 717 -383 497
644871360599376889 741 -387 466
644871360619116514 750 -391 433
644871360638856139 750 -384 412
644871360658595764 746 -374 402
644871360678335389 774 -371 418
644871360698075014 809 -386 461
644871360717814639 811 -415 459
644871360737554264 758 -416 427
644871360757293889 757 -404 413
644871360777033514 804 -435 396
644871360796773139 816 -475 392
644871360816512764 805 -527 427
644871360836252389 825 -607 436
644871360855992014 903 -625 404
644871360875731639 937 -620 378
644871360895471264 900 -591 380
644871360915210889 860 -560 370
644871360934950514 880 -543 341
644871360954690139 930 -519 297
644871360974429764 937 -493 294
644871360994169389 915 -470 311
644871361013909014 907 -421 307
644871361033648639 902 -381 295
644871361053388264 889 -374 283
644871361073127889 880 -375 268
644871361092867514 889 -386 246
644871361112607139 892 -421 229
644871361132346764 885 -456 226
644871361152086389 876 -481 225
644871361171826014 870 -492 220
644871361191565639 883 -495 208
644871361211305264 899 -495 195
644871361231191438 891 -494 188
644871361250926876 870 -492 197
644871361270662314 879 -489 203
644871361290397752 877 -486 210
644871361310133190 870 -483 229
644871361329868628 873 -483 251
644871361349604066 898 -483 260
644871361369339504 906 -488 279
644871361389074942 898 -490 305
644871361408810380 890 -491 322
644871361428545818 888 -503 344
644871361448281256 892 -528 355
644871361468016694 892 -543 357
644871361487752132 867 -540 359
644871361507487570 848 -506 360
644871361527223008 820 -488 371
644871361546958446 767 -450 394
644871361566693884 744 -378 420
644871361586429322 853 -431 450
644871361606164760 928 -459 464
644871361625900198 885 -406 470
644871361645635636 823 -385 455
644871361665371074 776 -395 440
644871361685106512 741 -386 429
644871361704841950 748 -400 415
644871361724577388 757 -426 416
644871361744312826 744 -443 416
644871361764048264 709 -435 411
644871361783783702 637 -414 409
644871361803519140 624 -388 423
644871361823254578 676 -372 418
644871361842990016 687 -314 412
644871361862725454 618 -234 408
644871361882460892 577 -185 419
644871361902196330 659 -190 434
644871361921931768 723 -193 446
644871361941546157 774 -241 467
644871361961285054 823 -275 531
644871361981023951 836 -349 594
644871362000762848 802 -382 652
644871362020501745 746 -387 677
644871362040240642 719 -405 674
644871362059979539 709 -437 659
644871362079718436 712 -447 663
644871362099457333 741 -471 668
644871362119196230 749 -471 664
644871362138935127 720 -451 643
644871362158674024 707 -448 636
644871362178412921 730 -449 612
644871362198151818 769 -436 584
644871362217890715 791 -387 561
644871362237629612 779 -364 563
644871362257368509 769 -332 572
644871362277107406 760 -305 583
644871362296846303 743 -293 589
644871362316585200 723 -296 593
644871362336324097 718 -305 597
644871362356062994 721 -333 599
644871362375801891 722 -365 595
644871362395540788 714 -382 590
644871362415279685 709 -401 585
644871362435018582 709 -432 577
644871362454757479 713 -448 566
644871362474496376 718 -463 567
644871362494235273 721 -473 572
644871362513974170 726 -473 574
644871362533713067 726 -456 576
644871362553451964 719 -430 584
644871362573190861 713 -397 588
644871362592929758 707 -381 588
644871362612668655 705 -370 592
644871362632407552 707 -365 598
644871362652019051 707 -367 603
644871362671761588 709 -377 607
644871362691504125 712 -387 601
644871362711246662 707 -401 601
644871362730989199 695 -421 601
644871362750731736 686 -434 601
644871362770474273 684 -436 594
644871362790216810 668 -435 587
644871362809959347 648 -428 580
644871362829701884 649 -424 578
644871362849444421 664 -434 563
644871362869186958 691 -431 563
644871362888929495 711 -428 582
644871362908672032 724 -423 596
644871362928414569 724 -408 603
644871362948157106 720 -387 608
644871362967899643 731 -379 606
644871362987642180 760 -379 597
644871363007384717 778 -378 591
644871363027127254 798 -371 589
644871363046869791 778 -368 592
644871363066612328 741 -360 601
644871363086354865 717 -337 601
644871363106097402 714 -315 600
644871363125839939 717 -305 601
644871363145582476 719 -306 604
644871363165325013 718 -322 611
644871363185067550 718 -356 607
644871363204810087 708 -383 601
644871363224552624 685 -421 606
644871363244295161 672 -458 606
644871363264037698 681 -475 605
644871363283780235 687 -474 593
644871363303522772 682 -453 582
644871363323265309 680 -423 576
644871363343007846 697 -388 576
644871363362629348 700 -376 583
644871363382375344 699 -368 592
644871363402121340 697 -370 603
644871363421867336 692 -378 613
644871363441613332 688 -387 610
644871363461359328 691 -402 606
644871363481105324 700 -412 602
644871363500851320 714 -409 598
644871363520597316 718 -400 596
644871363540343312 719 -392 603
644871363560089308 722 -392 601
644871363579835304 724 -387 599
644871363599581300 729 -383 599
644871363619327296 724 -381 601
644871363639073292 717 -379 604
644871363658819288 714 -378 605
644871363678565284 715 -375 608
644871363698311280 716 -373 608
644871363718057276 716 -371 608
644871363737803272 714 -373 609
644871363757549268 712 -371 610
644871363777295264 707 -373 616
644871363797041260 709 -376 612
644871363816787256 696 -382 616
644871363836533252 681 -392 614
644871363856279248 678 -404 609
644871363876025244 676 -415 599
644871363895771240 673 -427 593
644871363915517236 673 -432 587
644871363935263232 671 -439 585
644871363955009228 677 -448 582
644871363974755224 695 -454 584
644871363994501220 704 -453 591
644871364014247216 708 -441 597
644871364033993212 706 -417 599
644871364053739208 690 -408 604
644871364073542566 672 -401 604
644871364093286924 674 -394 605
644871364113031282 673 -406 604
644871364132775640 674 -416 600
644871364152519998 686 -422 599
644871364172264356 681 -434 601
644871364192008714 664 -427 598
644871364211753072 666 -403 595
644871364231497430 707 -379 590
644871364251241788 728 -351 586
644871364270986146 727 -343 590
644871364290730504 715 -369 602
644871364310474862 708 -387 606
644871364330219220 731 -393 603
644871364349963578 752 -415 610
644871364369707936 749 -455 652
644871364389452294 810 -474 679
644871364409196652 871 -445 695
644871364428941010 899 -389 725
644871364448685368 922 -302 741
644871364468429726 875 -242 746
644871364488174084 772 -219 766
644871364507918442 733 -129 756
644871364527662800 768 -113 741
644871364547407158 752 -127 743
644871364567151516 698 -152 744
644871364586895874 663 -233 745
644871364606640232 643 -247 720
644871364626384590 629 -266 718
644871364646128948 649 -294 724
644871364665873306 652 -295 708
644871364685617664 618 -275 695
644871364705362022 586 -279 697
644871364725106380 575 -256 668
644871364744850738 569 -241 657
644871364764595096 548 -242 661
644871364784454163 544 -245 673
644871364804195244 541 -246 684
644871364823936325 521 -251 704
644871364843677406 509 -259 718
644871364863418487 496 -273 728
644871364883159568 495 -294 737
644871364902900649 496 -314 751
644871364922641730 508 -332 768
644871364942382811 506 -325 788
644871364962123892 512 -322 811
644871364981864973 527 -309 830
644871365001606054 531 -294 846
644871365021347135 515 -263 859
644871365041088216 516 -245 868
644871365060829297 535 -231 870
644871365080570378 531 -216 865
644871365100311459 511 -208 859
644871365120052540 506 -209 851
644871365139793621 515 -208 822
644871365159534702 513 -216 785
644871365179275783 517 -227 762
644871365199016864 533 -231 741
644871365218757945 539 -234 725
644871365238499026 542 -238 726
644871365258240107 570 -247 732
644871365277981188 578 -254 738
644871365297722269 570 -275 762
644871365317463350 564 -292 786
644871365337204431 575 -291 795
644871365356945512 573 -290 803
644871365376686593 547 -291 810
644871365396427674 554 -297 796
644871365416168755 566 -315 779
644871365435909836 555 -339 769
644871365455650917 560 -366 762
644871365475391998 576 -377 749
644871365494948334 574 -385 749
644871365514694694 571 -385 741
644871365534441054 575 -383 743
644871365554187414 577 -379 739
644871365573933774 575 -375 732
644871365593680134 565 -377 734
644871365613426494 563 -374 731
644871365633172854 576 -371 721
644871365652919214 580 -344 701
644871365672665574 575 -306 685
644871365692411934 571 -274 668
644871365712158294 573 -240 635
644871365731904654 588 -218 611
644871365751651014 634 -213 600
644871365771397374 693 -220 600
644871365791143734 733 -226 603
644871365810890094 777 -246 619
644871365830636454 785 -277 655
644871365850382814 768 -305 701
644871365870129174 734 -325 733
644871365889875534 733 -341 739
644871365909621894 724 -365 741
644871365929368254 713 -384 743
644871365949114614 706 -407 730
644871365968860974 709 -429 701
644871365988607334 732 -445 665
644871366008353694 809 -464 635
644871366028100054 843 -452 592
644871366047846414 817 -418 552
644871366067592774 752 -390 529
644871366087339134 737 -382 520
644871366107085494 758 -386 536
644871366126831854 767 -394 563
644871366146578214 761 -406 563
644871366166324574 744 -400 547
644871366186070934 750 -393 530
644871366205887398 768 -388 517
644871366225631756 782 -381 513
644871366245376114 776 -374 519
644871366265120472 775 -370 537
644871366284864830 814 -374 571
644871366304609188 849 -360 609
644871366324353546 785 -313 616
644871366344097904 719 -299 622
644871366363842262 719 -316 618
644871366383586620 769 -365 600
644871366403330978 780 -332 587
644871366423075336 751 -282 590
644871366442819694 746 -295 590
644871366462564052 725 -367 539
644871366482308410 758 -394 486
644871366502052768 747 -396 465
644871366521797126 724 -362 450
644871366541541484 733 -337 454
644871366561285842 799 -336 519
644871366581030200 825 -317 548
644871366600774558 746 -299 606
644871366620518916 700 -303 632
644871366640263274 734 -310 617
644871366660007632 803 -299 642
644871366679751990 785 -294 665
644871366699496348 705 -275 678
644871366719240706 688 -259 677
644871366738985064 711 -271 669
644871366758729422 725 -285 663
644871366778473780 717 -256 642
644871366798218138 708 -239 649
644871366817962496 701 -236 659
644871366837706854 684 -239 668
644871366857451212 688 -249 679
644871366877195570 712 -258 672
644871366896939928 714 -244 665
644871366916805367 708 -244 673
644871366936546266 692 -241 679
644871366956287165 708 -236 688
644871366976028064 716 -237 693
644871366995768963 718 -241 696
644871367015509862 709 -241 699
644871367035250761 712 -239 693
644871367054991660 721 -235 681
644871367074732559 725 -239 674
644871367094473458 717 -248 674
644871367114214357 716 -249 673
644871367133955256 729 -243 675
644871367153696155 712 -245 646
644871367173437054 703 -223 676
644871367193177953 821 -210 690
644871367212918852 800 -236 678
644871367232659751 683 -270 708
644871367252400650 650 -292 703
644871367272141549 709 -305 646
644871367291882448 719 -275 613
644871367311623347 713 -250 623
644871367331364246 707 -263 643
644871367351105145 692 -281 641
644871367370846044 669 -295 666
644871367390586943 695 -299 667
644871367410327842 710 -290 669
644871367430068741 710 -295 672
644871367449809640 710 -298 670
644871367469550539 715 -297 658
644871367489291438 714 -298 653
644871367509032337 714 -292 661
644871367528773236 720 -290 660
644871367548514135 718 -285 661
644871367568255034 715 -286 672
644871367587995933 714 -287 671
644871367607736832 718 -285 669
644871367627382166 716 -285 661
644871367647125796 716 -286 661
644871367666869426 722 -283 645
644871367686613056 726 -291 642
644871367706356686 722 -299 633
644871367726100316 715 -298 635
644871367745843946 712 -301 646
644871367765587576 717 -303 651
644871367785331206 715 -305 656
644871367805074836 708 -307 656
644871367824818466 710 -302 656
644871367844562096 713 -302 650
644871367864305726 712 -302 655
644871367884049356 709 -303 654
644871367903792986 709 -306 660
644871367923536616 711 -305 649
644871367943280246 709 -308 656
644871367963023876 713 -306 648
644871367982767506 709 -305 652
644871368002511136 708 -304 652
644871368022254766 711 -303 659
644871368041998396 707 -304 659
644871368061742026 707 -306 665
644871368081485656 713 -303 659
644871368101229286 714 -304 654
644871368120972916 713 -303 653
644871368140716546 712 -303 654
644871368160460176 713 -301 656
644871368180203806 713 -299 654
644871368199947436 709 -304 657
644871368219691066 711 -307 653
644871368239434696 711 -302 652
644871368259178326 713 -305 648
644871368278921956 714 -308 653
644871368298665586 714 -305 649
644871368318409216 712 -311 651
644871368338350394 713 -308 653
644871368358088380 713 -308 647
644871368377826366 714 -308 654
644871368397564352 715 -306 645
644871368417302338 712 -310 652
644871368437040324 714 -308 650
644871368456778310 713 -312 648
644871368476516296 713 -310 648
644871368496254282 715 -306 649
644871368515992268 714 -307 645
644871368535730254 713 -307 648
644871368555468240 713 -311 648
644871368575206226 713 -310 652
644871368594944212 712 -309 649
644871368614682198 714 -305 645
644871368634420184 712 -308 648
644871368654158170 712 -311 651
644871368673896156 710 -310 653
644871368693634142 712 -309 649
644871368713372128 713 -307 649
644871368733110114 713 -308 648
644871368752848100 712 -311 649
644871368772586086 710 -312 650
644871368792324072 715 -307 648
644871368812062058 712 -305 649
644871368831800044 710 -310 655
644871368851538030 712 -311 657
644871368871276016 713 -311 656
644871368891014002 714 -308 650
644871368910751988 712 -306 652
644871368930489974 711 -310 653
644871368950227960 711 -306 652
644871368969965946 709 -305 659
644871368989703932 712 -300 654
644871369009441918 711 -302 655
644871369029179904 711 -303 657
644871369048981618 711 -303 656
644871369068717784 709 -307 656
644871369088453950 712 -308 655
644871369108190116 712 -306 656
644871369127926282 712 -306 657
644871369147662448 710 -310 656
644871369167398614 712 -308 654
644871369187134780 712 -309 650
644871369206870946 710 -311 652
644871369226607112 711 -313 653
644871369246343278 711 -310 654
644871369266079444 709 -312 651
644871369285815610 713 -309 653
644871369305551776 713 -310 653
644871369325287942 712 -312 650
644871369345024108 713 -311 650
644871369364760274 711 -311 649
644871369384496440 711 -310 649
644871369404232606 712 -310 654
644871369423968772 711 -310 649
644871369443704938 711 -310 651
644871369463441104 712 -310 651
644871369483177270 712 -313 651
644871369502913436 713 -312 652
644871369522649602 710 -310 654
644871369542385768 710 -308 651
644871369562121934 713 -306 653
644871369581858100 714 -306 652
644871369601594266 706 -309 657
644871369621330432 709 -309 655
644871369641066598 714 -306 653
644871369660802764 712 -306 659
644871369680538930 713 -308 655
644871369700275096 712 -310 656
644871369720011262 712 -311 660
644871369739747428 713 -309 653
644871369759381655 711 -309 650
644871369779120734 712 -307 648
644871369798859813 713 -307 648
644871369818598892 711 -307 652
644871369838337971 713 -304 650
644871369858077050 712 -304 651
644871369877816129 714 -305 653
644871369897555208 712 -310 650
644871369917294287 713 -306 649
644871369937033366 712 -309 651
644871369956772445 712 -305 653
644871369976511524 712 -305 653
644871369996250603 713 -305 658
644871370015989682 711 -309 653
644871370035728761 712 -311 650
644871370055467840 711 -313 652
644871370075206919 713 -312 650
644871370094945998 712 -309 650
644871370114685077 712 -308 650
644871370134424156 713 -310 652
644871370154163235 713 -309 651
644871370173902314 714 -307 649
644871370193641393 711 -309 650
644871370213380472 713 -307 646
644871370233119551 713 -309 649
644871370252858630 713 -306 646
644871370272597709 712 -308 651
644871370292336788 715 -308 645
644871370312075867 714 -306 648
644871370331814946 713 -309 649
644871370351554025 713 -307 653
644871370371293104 715 -306 651
644871370391032183 714 -307 652
644871370410771262 713 -309 648
644871370430510341 712 -308 648
644871370450249420 714 -309 644
644871370469937539 714 -307 647
644871370489678074 714 -303 649
644871370509418609 713 -303 655
644871370529159144 714 -304 654
644871370548899679 713 -310 655
644871370568640214 712 -310 652
644871370588380749 713 -308 652
644871370608121284 713 -307 648
644871370627861819 713 -303 650
644871370647602354 714 -302 646
644871370667342889 711 -305 646
644871370687083424 713 -307 646
644871370706823959 713 -309 647
644871370726564494 714 -310 646
644871370746305029 712 -308 647
644871370766045564 713 -304 648
644871370785786099 712 -304 651
644871370805526634 711 -301 658
644871370825267169 716 -298 661
644871370845007704 715 -300 661
644871370864748239 716 -298 665
644871370884488774 718 -295 664
644871370904229309 716 -304 663
644871370923969844 715 -317 661
644871370943710379 715 -324 654
644871370963450914 715 -334 636
644871370983191449 708 -345 622
644871371002931984 702 -351 614
644871371022672519 695 -356 613
644871371042413054 683 -365 614
