timestamp ch1 ch2 ch3 ambient
644871618236559196 -443774 -415218 -401280 -544189
644871618243946559 -443841 -415277 -401378 -544138
644871618251333922 -443941 -415492 -401391 -544209
644871618258721285 -444005 -415527 -401481 -544217
644871618266108648 -444115 -415655 -401472 -544308
644871618273496011 -444158 -415724 -401523 -544189
644871618280883374 -444244 -415777 -401640 -544188
644871618288270737 -444419 -415856 -401751 -544208
644871618295658100 -444469 -415850 -401842 -544221
644871618303045463 -444503 -415893 -401870 -544265
644871618310432826 -444515 -415914 -401915 -544217
644871618317820189 -444624 -415946 -401978 -544188
644871618325207552 -444696 -416104 -402041 -544266
644871618332563968 -444597 -416218 -402135 -544280
644871618339953152 -444764 -416240 -402137 -544304
644871618347342336 -444828 -416288 -402279 -544308
644871618354731520 -444919 -416271 -402220 -544357
644871618362120704 -444891 -416307 -402265 -544226
644871618369509888 -444953 -416302 -402327 -544337
644871618376899072 -445006 -416402 -402281 -544319
644871618384288256 -445120 -416358 -402195 -544272
644871618391677440 -445182 -416318 -402272 -544206
644871618399066624 -445222 -416386 -402346 -544245
644871618406455808 -445189 -416375 -402231 -544219
644871618413844992 -445295 -416443 -402306 -544292
644871618421234176 -445322 -416360 -402242 -544229
644871618428623360 -445408 -416484 -402409 -544274
644871618436012544 -445379 -416433 -402417 -544306
644871618443401728 -445362 -416424 -402431 -544265
644871618450790912 -445473 -416376 -402391 -544229
644871618458180096 -445414 -416422 -402384 -544157
644871618465507400 -445536 -416393 -402201 -544222
644871618472900224 -445463 -416251 -402200 -544291
644871618480293048 -445511 -416294 -402313 -544219
644871618487685872 -445548 -416394 -402276 -544233
644871618495078696 -445593 -416322 -402305 -544219
644871618502471520 -445590 -416345 -402221 -544264
644871618509864344 -445632 -416360 -402261 -544246
644871618517257168 -445733 -416339 -402316 -544240
644871618524649992 -445819 -416373 -402268 -544286
644871618532042816 -445748 -416374 -402198 -544374
644871618539435640 -445801 -416274 -402192 -544225
644871618546828464 -445874 -416346 -402154 -544247
644871618554221288 -445860 -416301 -402171 -544330
644871618561614112 -445766 -416260 -402132 -544330
644871618569006936 -445800 -416160 -402119 -544233
644871618576399760 -445783 -416222 -402187 -544248
644871618583792584 -445834 -416154 -402221 -544279
644871618591185408 -445796 -416096 -402140 -544163
644871618598732982 -445991 -416124 -401976 -544170
644871618606116704 -445882 -416111 -401996 -544166
644871618613500426 -445835 -416196 -402215 -544208
644871618620884148 -445920 -416109 -402156 -544313
644871618628267870 -445795 -416035 -402060 -544283
644871618635651592 -445885 -416034 -401989 -544229
644871618643035314 -445903 -415935 -401965 -544302
644871618650419036 -445784 -415841 -401971 -544251
644871618657802758 -445778 -415819 -401895 -544222
644871618665186480 -445838 -415760 -401927 -544282
644871618672570202 -445778 -415786 -401844 -544316
644871618679953924 -445877 -415674 -401805 -544222
644871618687337646 -445823 -415635 -401732 -544183
644871618694721368 -445834 -415588 -401737 -544310
644871618702105090 -445822 -415578 -401684 -544386
644871618709488812 -445812 -415548 -401656 -544365
644871618716872534 -445738 -415475 -401601 -544308
644871618724256256 -445682 -415425 -401631 -544275
644871618731485256 -445605 -415346 -401594 -544239
644871618738878080 -445711 -415379 -401549 -544222
644871618746270904 -445687 -415282 -401537 -544277
644871618753663728 -445651 -415297 -401574 -544292
644871618761056552 -445531 -415306 -401534 -544246
644871618768449376 -445612 -415203 -401476 -544348
644871618775842200 -445672 -415237 -401565 -544270
644871618783235024 -445700 -415162 -401473 -544231
644871618790627848 -445702 -415187 -401439 -544264
644871618798020672 -445646 -415066 -401427 -544235
644871618805413496 -445698 -415104 -401334 -544219
644871618812806320 -445654 -415007 -401246 -544310
644871618820199144 -445628 -415069 -401225 -544282
644871618827591968 -445594 -415072 -401264 -544240
644871618834984792 -445629 -415122 -401251 -544205
644871618842377616 -445600 -415022 -401240 -544221
644871618849770440 -445667 -414924 -401163 -544251
644871618857163264 -445590 -414931 -401100 -544253
644871618864617984 -445747 -414877 -401023 -544083
644871618872007168 -445658 -414844 -401123 -544117
644871618879396352 -445615 -414820 -400989 -544156
644871618886785536 -445598 -414719 -401083 -544155
644871618894174720 -445621 -414780 -400999 -544160
644871618901563904 -445593 -414720 -401003 -544120
644871618908953088 -445554 -414768 -401003 -544231
644871618916342272 -445703 -414690 -401010 -544197
644871618923731456 -445619 -414682 -401077 -544079
644871618931120640 -445630 -414679 -400975 -544124
644871618938509824 -445712 -414710 -400971 -544194
644871618945899008 -445738 -414667 -400944 -544289
644871618953288192 -445813 -414741 -401016 -544275
644871618960677376 -445829 -414797 -401049 -544270
644871618968066560 -445707 -414758 -401000 -544296
644871618975455744 -445736 -414767 -401060 -544263
644871618982844928 -445815 -414833 -401063 -544161
644871618990234112 -445924 -414847 -401238 -544224
644871618997654253 -445956 -414906 -401362 -544283
644871619005041616 -446002 -414917 -401289 -544289
644871619012428979 -446117 -414900 -401253 -544231
644871619019816342 -446111 -414928 -401285 -544230
644871619027203705 -446112 -415029 -401335 -544166
644871619034591068 -446132 -415062 -401451 -544205
644871619041978431 -446109 -415084 -401421 -544271
644871619049365794 -446106 -415127 -401500 -544186
644871619056753157 -446183 -415129 -401427 -544196
644871619064140520 -446120 -415109 -401472 -544235
644871619071527883 -446125 -415165 -401398 -544306
644871619078915246 -446219 -415202 -401436 -544218
644871619086302609 -446273 -415160 -401475 -544221
644871619093689972 -446409 -415253 -401510 -544267
644871619101077335 -446480 -415343 -401541 -544274
644871619108464698 -446368 -415311 -401678 -544228
644871619115852061 -446422 -415315 -401633 -544234
644871619123239424 -446525 -415222 -401626 -544207
644871619130533960 -446397 -415368 -401889 -544283
644871619137926784 -446471 -415369 -401713 -544254
644871619145319608 -446438 -415395 -401716 -544284
644871619152712432 -446412 -415374 -401715 -544230
644871619160105256 -446431 -415328 -401686 -544253
644871619167498080 -446344 -415363 -401720 -544267
644871619174890904 -446478 -415352 -401705 -544246
644871619182283728 -446333 -415365 -401678 -544241
644871619189676552 -446383 -415341 -401773 -544252
644871619197069376 -446468 -415340 -401807 -544196
644871619204462200 -446523 -415326 -401799 -544290
644871619211855024 -446551 -415331 -401813 -544271
644871619219247848 -446528 -415383 -401828 -544187
644871619226640672 -446507 -415474 -401820 -544216
644871619234033496 -446437 -415465 -401837 -544292
644871619241426320 -446501 -415333 -401751 -544302
644871619248819144 -446497 -415361 -401762 -544259
644871619256211968 -446519 -415481 -401793 -544251
644871619263666688 -446660 -415657 -401595 -544144
644871619271055872 -446663 -415594 -401732 -544279
644871619278445056 -446582 -415544 -401841 -544168
644871619285834240 -446654 -415533 -401781 -544178
644871619293223424 -446650 -415539 -401783 -544184
644871619300612608 -446613 -415567 -401855 -544224
644871619308001792 -446709 -415550 -401931 -544318
644871619315390976 -446649 -415620 -401981 -544316
644871619322780160 -446722 -415560 -401900 -544235
644871619330169344 -446690 -415552 -401950 -544200
644871619337558528 -446705 -415549 -401897 -544195
644871619344947712 -446731 -415519 -401906 -544247
644871619352336896 -446609 -415498 -401871 -544230
644871619359726080 -446702 -415562 -401914 -544252
644871619367115264 -446727 -415601 -401937 -544229
644871619374504448 -446739 -415594 -401962 -544237
644871619381893632 -446665 -415569 -401988 -544255
644871619389282816 -446651 -415522 -401932 -544288
644871619396702957 -446637 -415421 -401991 -544172
644871619404090320 -446776 -415622 -402015 -544183
644871619411477683 -446755 -415561 -401948 -544181
644871619418865046 -446811 -415658 -402031 -544298
644871619426252409 -446806 -415574 -401983 -544319
644871619433639772 -446778 -415670 -401933 -544342
644871619441027135 -446819 -415782 -402002 -544348
644871619448414498 -446816 -415779 -401928 -544313
644871619455801861 -446858 -415699 -401937 -544289
644871619463189224 -446823 -415714 -401989 -544313
644871619470576587 -446830 -415622 -401988 -544268
644871619477963950 -446892 -415854 -401925 -544315
644871619485351313 -446862 -415710 -402012 -544355
644871619492738676 -446852 -415769 -402032 -544349
644871619500126039 -446913 -415813 -402023 -544248
644871619507513402 -446935 -415796 -402042 -544296
644871619514900765 -446858 -415814 -402033 -544285
644871619522288128 -446910 -415768 -402031 -544333
644871619529582664 -446854 -415813 -402115 -544334
644871619536975488 -446841 -415758 -402144 -544294
644871619544368312 -446870 -415810 -402124 -544299
644871619551761136 -446883 -415838 -402141 -544270
644871619559153960 -446896 -415787 -402125 -544232
644871619566546784 -446914 -415765 -402085 -544252
644871619573939608 -446874 -415762 -402097 -544204
644871619581332432 -446917 -415786 -402102 -544204
644871619588725256 -446905 -415767 -402090 -544258
644871619596118080 -446839 -415749 -402120 -544203
644871619603510904 -446914 -415785 -402058 -544214
644871619610903728 -446908 -415808 -402026 -544136
644871619618296552 -446852 -415796 -402003 -544224
644871619625689376 -446798 -415737 -402021 -544214
644871619633082200 -446930 -415642 -401989 -544265
644871619640475024 -446964 -415634 -402044 -544191
644871619647867848 -446936 -415770 -402115 -544204
644871619655260672 -446910 -415749 -402069 -544212
644871619662653512 -447118 -415838 -402086 -544228
644871619670046336 -447097 -415838 -402110 -544282
644871619677439160 -447087 -415885 -402121 -544269
644871619684831984 -447163 -416031 -402185 -544274
644871619692224808 -447166 -416049 -402213 -544272
644871619699617632 -447253 -416031 -402228 -544309
644871619707010456 -447268 -416056 -402273 -544273
644871619714403280 -447302 -416186 -402385 -544301
644871619721796104 -447392 -416298 -402431 -544283
644871619729188928 -447354 -416347 -402543 -544224
644871619736581752 -447425 -416331 -402554 -544225
644871619743974576 -447446 -416332 -402616 -544253
644871619751367400 -447608 -416420 -402684 -544270
644871619758760224 -447577 -416484 -402719 -544197
644871619766153048 -447564 -416538 -402738 -544284
644871619773545872 -447606 -416623 -402806 -544344
644871619780938696 -447599 -416540 -402824 -544341
644871619788331520 -447695 -416560 -402812 -544206
644871619795879094 -447838 -416751 -402987 -544428
644871619803262816 -447797 -416632 -402989 -544331
644871619810646538 -447751 -416739 -403034 -544371
644871619818030260 -447795 -416722 -403036 -544283
644871619825413982 -447719 -416704 -402975 -544320
644871619832797704 -447726 -416660 -403127 -544335
644871619840181426 -447723 -416680 -403085 -544271
644871619847565148 -447744 -416737 -403162 -544361
644871619854948870 -447713 -416729 -403099 -544321
644871619862332592 -447818 -416815 -403172 -544323
644871619869716314 -447839 -416777 -403165 -544204
644871619877100036 -447762 -416957 -403161 -544238
644871619884483758 -447737 -416875 -403155 -544239
644871619891867480 -447747 -416846 -403066 -544183
644871619899251202 -447760 -416912 -403122 -544186
644871619906634924 -447686 -416793 -403144 -544202
644871619914018646 -447727 -416699 -403099 -544201
644871619921402368 -447742 -416731 -403111 -544215
644871619928631368 -447657 -416810 -403220 -544256
644871619936024192 -447717 -416775 -403238 -544216
644871619943417016 -447778 -416811 -403151 -544260
644871619950809840 -447715 -416807 -403094 -544311
644871619958202664 -447777 -416843 -403183 -544367
644871619965595488 -447776 -416745 -403217 -544288
644871619972988312 -447652 -416732 -403209 -544319
644871619980381136 -447691 -416747 -403244 -544309
644871619987773960 -447737 -416795 -403275 -544269
644871619995166784 -447794 -416857 -403224 -544284
644871620002559608 -447700 -416897 -403152 -544220
644871620009952432 -447628 -416853 -403243 -544205
644871620017345256 -447714 -416758 -403275 -544207
644871620024738080 -447774 -416852 -403234 -544237
644871620032130904 -447746 -416864 -403268 -544149
644871620039523728 -447755 -416869 -403228 -544216
644871620046916552 -447755 -416847 -403226 -544202
644871620054309376 -447730 -416827 -403238 -544224
644871620061733156 -447676 -416817 -403331 -544234
644871620069124160 -447698 -416745 -403255 -544186
644871620076515164 -447771 -416698 -403228 -544218
644871620083906168 -447614 -416683 -403248 -544232
644871620091297172 -447671 -416793 -403271 -544267
644871620098688176 -447649 -416793 -403243 -544247
644871620106079180 -447716 -416790 -403285 -544317
644871620113470184 -447702 -416763 -403309 -544257
644871620120861188 -447736 -416837 -403250 -544251
644871620128252192 -447724 -416827 -403228 -544238
644871620135643196 -447700 -416698 -403095 -544214
644871620143034200 -447658 -416733 -403146 -544120
644871620150425204 -447673 -416768 -403172 -544226
644871620157816208 -447630 -416768 -403145 -544265
644871620165207212 -447588 -416762 -403098 -544252
644871620172598216 -447562 -416694 -403194 -544252
644871620179989220 -447513 -416648 -403151 -544249
644871620187380224 -447566 -416686 -403177 -544294
644871620194802176 -447588 -416712 -403079 -544282
644871620202191360 -447606 -416761 -403087 -544310
644871620209580544 -447579 -416795 -403141 -544316
644871620216969728 -447505 -416777 -403083 -544339
644871620224358912 -447529 -416789 -403204 -544258
644871620231748096 -447417 -416784 -403133 -544250
644871620239137280 -447455 -416642 -403078 -544215
644871620246526464 -447450 -416763 -403050 -544187
644871620253915648 -447505 -416715 -403039 -544263
644871620261304832 -447486 -416647 -403065 -544265
644871620268694016 -447519 -416686 -403096 -544320
644871620276083200 -447495 -416720 -403174 -544243
644871620283472384 -447437 -416650 -403093 -544232
644871620290861568 -447427 -416688 -403085 -544225
644871620298250752 -447515 -416692 -403079 -544200
644871620305639936 -447555 -416607 -403087 -544307
644871620313029120 -447480 -416676 -402995 -544283
644871620320418304 -447456 -416513 -403046 -544283
644871620327807488 -447545 -416632 -403047 -544297
644871620335196672 -447395 -416595 -403078 -544289
644871620342585856 -447373 -416594 -403012 -544263
644871620349975040 -447404 -416595 -402953 -544293
644871620357364224 -447377 -416567 -402956 -544251
644871620364753408 -447364 -416573 -402910 -544216
644871620372142592 -447405 -416527 -402969 -544220
644871620379531776 -447337 -416574 -402951 -544263
644871620386920960 -447376 -416583 -402939 -544271
644871620394310144 -447285 -416510 -402936 -544251
644871620401699328 -447444 -416561 -403057 -544202
644871620409088512 -447401 -416596 -403071 -544235
644871620416477696 -447399 -416661 -403081 -544250
644871620423866880 -447555 -416692 -403168 -544273
644871620431256064 -447573 -416641 -403191 -544276
644871620438645248 -447629 -416817 -403285 -544242
644871620446034432 -447719 -416846 -403343 -544293
644871620453423616 -447829 -416911 -403371 -544190
644871620460781860 -447964 -417030 -403300 -544107
644871620468172864 -447959 -417033 -403470 -544201
644871620475563868 -447936 -417142 -403474 -544178
644871620482954872 -447965 -417199 -403516 -544209
644871620490345876 -448228 -417288 -403703 -544311
644871620497736880 -448135 -417368 -403757 -544266
644871620505127884 -448207 -417474 -403887 -544217
644871620512518888 -448253 -417508 -404015 -544224
644871620519909892 -448312 -417553 -404053 -544202
644871620527300896 -448403 -417700 -404128 -544209
644871620534691900 -448450 -417668 -404155 -544256
644871620542082904 -448374 -417738 -404181 -544189
644871620549473908 -448424 -417684 -404272 -544211
644871620556864912 -448475 -417769 -404393 -544221
644871620564255916 -448518 -417801 -404334 -544204
644871620571646920 -448635 -417829 -404391 -544267
644871620579037924 -448634 -417826 -404399 -544318
644871620586428928 -448662 -417940 -404469 -544310
644871620593850880 -448589 -418008 -404547 -544300
644871620601240064 -448594 -418012 -404595 -544254
644871620608629248 -448467 -418005 -404557 -544267
644871620616018432 -448396 -417986 -404561 -544179
644871620623407616 -448410 -418029 -404600 -544243
644871620630796800 -448391 -418004 -404609 -544245
644871620638185984 -448422 -418017 -404573 -544235
644871620645575168 -448372 -417927 -404526 -544224
644871620652964352 -448341 -417916 -404490 -544239
644871620660353536 -448304 -417921 -404403 -544220
644871620667742720 -448327 -417898 -404413 -544257
644871620675131904 -448305 -417852 -404458 -544148
644871620682521088 -448289 -417824 -404389 -544206
644871620689910272 -448203 -417877 -404360 -544243
644871620697299456 -448254 -417787 -404386 -544122
644871620704688640 -448184 -417861 -404387 -544168
644871620712077824 -448102 -417830 -404354 -544223
644871620719467008 -448146 -417806 -404355 -544226
644871620726856192 -448088 -417714 -404303 -544138
644871620734245376 -448001 -417680 -404322 -544165
644871620741634560 -448035 -417659 -404255 -544243
644871620749023744 -448052 -417596 -404230 -544272
644871620756412928 -448026 -417612 -404295 -544259
644871620763802112 -448076 -417618 -404350 -544217
644871620771191296 -448036 -417659 -404328 -544184
644871620778580480 -448057 -417592 -404266 -544214
644871620785969664 -448104 -417680 -404260 -544173
644871620793358848 -448121 -417590 -404340 -544052
644871620800748032 -448082 -417605 -404411 -544115
644871620808137216 -448116 -417660 -404337 -544186
644871620815526400 -448109 -417620 -404407 -544297
644871620822915584 -448096 -417684 -404386 -544264
644871620830304768 -448123 -417694 -404310 -544205
644871620837693952 -448142 -417759 -404350 -544175
644871620845083136 -448159 -417807 -404381 -544165
644871620852472320 -448087 -417728 -404423 -544269
644871620859830564 -448272 -417728 -404526 -544408
644871620867221568 -448225 -417712 -404550 -544367
644871620874612572 -448288 -417747 -404599 -544273
644871620882003576 -448221 -417826 -404614 -544279
644871620889394580 -448254 -417805 -404541 -544194
644871620896785584 -448223 -417781 -404524 -544196
644871620904176588 -448175 -417820 -404474 -544222
644871620911567592 -448145 -417874 -404573 -544163
644871620918958596 -448127 -417875 -404617 -544190
644871620926349600 -448218 -417933 -404645 -544249
644871620933740604 -448185 -417921 -404642 -544285
644871620941131608 -448057 -417907 -404629 -544252
644871620948522612 -448115 -417827 -404705 -544223
644871620955913616 -448091 -417829 -404713 -544248
644871620963304620 -448113 -417799 -404695 -544164
644871620970695624 -448107 -417848 -404674 -544179
644871620978086628 -448105 -417883 -404686 -544185
644871620985477632 -448087 -417900 -404735 -544205
644871620992961481 -448191 -417908 -404583 -544196
644871621000347024 -448138 -417807 -404564 -544234
644871621007732567 -448010 -417823 -404589 -544253
644871621015118110 -447965 -417756 -404591 -544248
644871621022503653 -447988 -417789 -404630 -544276
644871621029889196 -448023 -417764 -404634 -544317
644871621037274739 -448013 -417724 -404627 -544253
644871621044660282 -447936 -417693 -404616 -544221
644871621052045825 -447804 -417747 -404678 -544330
644871621059431368 -447752 -417748 -404629 -544282
644871621066816911 -447758 -417740 -404678 -544209
644871621074202454 -447785 -417707 -404593 -544280
644871621081587997 -447744 -417722 -404638 -544306
644871621088973540 -447843 -417715 -404595 -544247
644871621096359083 -447754 -417734 -404575 -544242
644871621103744626 -447674 -417742 -404555 -544217
644871621111130169 -447605 -417676 -404522 -544190
644871621118515712 -447649 -417736 -404547 -544207
644871621125777480 -447710 -417661 -404450 -544208
644871621133170304 -447727 -417778 -404530 -544281
644871621140563128 -447689 -417899 -404621 -544272
644871621147955952 -447667 -417925 -404654 -544233
644871621155348776 -447802 -417980 -404799 -544222
644871621162741600 -447899 -418006 -404786 -544190
644871621170134424 -448008 -418236 -404889 -544179
644871621177527248 -448102 -418329 -404966 -544183
644871621184920072 -448153 -418421 -405076 -544206
644871621192312896 -448222 -418384 -405096 -544190
644871621199705720 -448258 -418483 -405242 -544162
644871621207098544 -448406 -418554 -405362 -544254
644871621214491368 -448416 -418620 -405436 -544275
644871621221884192 -448475 -418678 -405450 -544272
644871621229277016 -448538 -418779 -405516 -544309
644871621236669840 -448536 -418827 -405632 -544271
644871621244062664 -448600 -418916 -405651 -544271
644871621251455488 -448668 -418806 -405661 -544255
644871621258879268 -448719 -418848 -405706 -544352
644871621266270272 -448709 -418928 -405819 -544401
644871621273661276 -448722 -419045 -405883 -544294
644871621281052280 -448634 -419045 -406028 -544298
644871621288443284 -448774 -419173 -406046 -544228
644871621295834288 -448740 -419067 -406100 -544254
644871621303225292 -448849 -419220 -406252 -544279
644871621310616296 -448756 -419187 -406181 -544297
644871621318007300 -448805 -419270 -406187 -544228
644871621325398304 -448969 -419337 -406194 -544226
644871621332789308 -448947 -419413 -406269 -544225
644871621340180312 -448868 -419372 -406198 -544250
644871621347571316 -448978 -419302 -406172 -544257
644871621354962320 -448988 -419313 -406192 -544205
644871621362353324 -448993 -419413 -406251 -544258
644871621369744328 -449012 -419368 -406282 -544218
644871621377135332 -449056 -419303 -406288 -544221
644871621384526336 -449156 -419384 -406381 -544284
644871621391886408 -449221 -419277 -406263 -544322
644871621399279232 -449336 -419441 -406403 -544406
644871621406672056 -449424 -419467 -406367 -544373
644871621414064880 -449424 -419655 -406466 -544265
644871621421457704 -449553 -419733 -406534 -544287
644871621428850528 -449605 -419890 -406604 -544316
644871621436243352 -449725 -419845 -406664 -544203
644871621443636176 -449816 -419958 -406716 -544260
644871621451029000 -449967 -420089 -406770 -544241
644871621458421824 -450004 -420194 -406881 -544251
644871621465814648 -450180 -420307 -406992 -544238
644871621473207472 -450241 -420360 -407091 -544252
644871621480600296 -450289 -420401 -407120 -544166
644871621487993120 -450367 -420414 -407288 -544298
644871621495385944 -450426 -420517 -407353 -544216
644871621502778768 -450470 -420563 -407402 -544264
644871621510171592 -450484 -420612 -407396 -544228
644871621517564416 -450550 -420610 -407417 -544303
644871621525081033 -450599 -420611 -407479 -544207
644871621532466576 -450637 -420603 -407532 -544184
644871621539852119 -450617 -420632 -407558 -544199
644871621547237662 -450619 -420604 -407494 -544222
644871621554623205 -450623 -420620 -407560 -544281
644871621562008748 -450624 -420571 -407568 -544225
644871621569394291 -450631 -420684 -407615 -544263
644871621576779834 -450644 -420713 -407581 -544277
644871621584165377 -450667 -420617 -407615 -544266
644871621591550920 -450658 -420685 -407626 -544246
644871621598936463 -450634 -420704 -407689 -544277
644871621606322006 -450676 -420651 -407600 -544293
644871621613707549 -450651 -420690 -407715 -544258
644871621621093092 -450746 -420668 -407630 -544347
644871621628478635 -450620 -420598 -407534 -544190
644871621635864178 -450633 -420689 -407552 -544236
644871621643249721 -450749 -420589 -407542 -544260
644871621650635264 -450740 -420555 -407536 -544233
644871621657927972 -450484 -420594 -407459 -544226
644871621665318976 -450600 -420623 -407463 -544225
644871621672709980 -450670 -420611 -407493 -544262
644871621680100984 -450644 -420542 -407424 -544388
644871621687491988 -450658 -420486 -407376 -544302
644871621694882992 -450670 -420530 -407404 -544318
644871621702273996 -450634 -420438 -407372 -544222
644871621709665000 -450686 -420527 -407302 -544250
644871621717056004 -450663 -420390 -407323 -544296
644871621724447008 -450704 -420441 -407267 -544331
644871621731838012 -450765 -420345 -407360 -544357
644871621739229016 -450821 -420267 -407273 -544292
644871621746620020 -450755 -420221 -407188 -544198
644871621754011024 -450738 -420216 -407259 -544182
644871621761402028 -450773 -420190 -407192 -544232
644871621768793032 -450757 -420159 -407221 -544208
644871621776184036 -450769 -420248 -407243 -544232
644871621783575040 -450749 -420223 -407221 -544271
644871621790935112 -450886 -420238 -407259 -544351
644871621798327936 -450849 -420233 -407282 -544337
644871621805720760 -450743 -420207 -407173 -544245
644871621813113584 -450813 -420142 -407141 -544277
644871621820506408 -450671 -420147 -407040 -544230
644871621827899232 -450661 -420053 -407017 -544202
644871621835292056 -450739 -420093 -407063 -544380
644871621842684880 -450617 -420006 -407000 -544302
644871621850077704 -450532 -419871 -406968 -544265
644871621857470528 -450437 -419799 -406855 -544182
644871621864863352 -450502 -419712 -406873 -544250
644871621872256176 -450330 -419674 -406743 -544164
644871621879649000 -450345 -419621 -406700 -544220
644871621887041824 -450237 -419477 -406662 -544257
644871621894434648 -450277 -419506 -406589 -544192
644871621901827472 -450199 -419464 -406551 -544268
644871621909220296 -450170 -419370 -406513 -544332
644871621916613120 -450062 -419338 -406446 -544300
644871621924129737 -449981 -419251 -406223 -544380
644871621931515280 -449971 -419202 -406171 -544323
644871621938900823 -449985 -419140 -406101 -544314
644871621946286366 -449897 -419089 -406139 -544257
644871621953671909 -449936 -419217 -406178 -544348
644871621961057452 -449873 -419213 -406085 -544323
644871621968442995 -449804 -419151 -406086 -544185
644871621975828538 -449880 -419211 -406180 -544206
644871621983214081 -449904 -419255 -406110 -544233
644871621990599624 -450000 -419259 -406205 -544209
644871621997985167 -450017 -419296 -406188 -544215
644871622005370710 -450017 -419336 -406295 -544249
644871622012756253 -450045 -419436 -406356 -544211
644871622020141796 -450088 -419538 -406333 -544281
644871622027527339 -450206 -419600 -406285 -544195
644871622034912882 -450262 -419601 -406410 -544279
644871622042298425 -450324 -419660 -406494 -544318
644871622049683968 -450365 -419792 -406526 -544220
644871622056976676 -450476 -419817 -406543 -544106
644871622064367680 -450441 -419830 -406595 -544126
644871622071758684 -450480 -419971 -406641 -544245
644871622079149688 -450444 -419966 -406622 -544262
644871622086540692 -450483 -419999 -406655 -544293
644871622093931696 -450517 -420050 -406791 -544302
644871622101322700 -450523 -420040 -406787 -544231
644871622108713704 -450578 -420069 -406767 -544251
644871622116104708 -450661 -420043 -406781 -544242
644871622123495712 -450609 -420111 -406794 -544246
644871622130886716 -450636 -420146 -406880 -544294
644871622138277720 -450628 -420104 -406931 -544353
644871622145668724 -450600 -420132 -406889 -544223
644871622153059728 -450601 -420180 -406951 -544266
644871622160450732 -450582 -420174 -406921 -544200
644871622167841736 -450780 -420252 -406964 -544196
644871622175232740 -450708 -420190 -406966 -544185
644871622182623744 -450658 -420118 -406978 -544197
644871622189983816 -450702 -420165 -406785 -544094
644871622197376640 -450732 -420133 -406931 -544155
644871622204769464 -450668 -420158 -406837 -544114
644871622212162288 -450682 -420175 -406883 -544135
644871622219555112 -450603 -420233 -406848 -544197
644871622226947936 -450608 -420124 -406800 -544233
644871622234340760 -450604 -420226 -406781 -544246
644871622241733584 -450672 -420088 -406773 -544225
644871622249126408 -450566 -420139 -406808 -544223
644871622256519232 -450614 -420224 -406781 -544236
644871622263912056 -450523 -420134 -406752 -544121
644871622271304880 -450492 -420119 -406790 -544175
644871622278697704 -450440 -420127 -406834 -544206
644871622286090528 -450510 -420138 -406695 -544203
644871622293483352 -450515 -420133 -406745 -544258
644871622300876176 -450471 -419994 -406696 -544234
644871622308269000 -450550 -420024 -406656 -544283
644871622315661824 -450491 -420038 -406784 -544347
644871622323116544 -450708 -420104 -406783 -544253
644871622330505728 -450624 -420095 -406776 -544185
644871622337894912 -450475 -420095 -406821 -544233
644871622345284096 -450323 -419963 -406821 -544224
644871622352673280 -450401 -420044 -406786 -544217
644871622360062464 -450342 -420069 -406842 -544308
644871622367451648 -450336 -420034 -406749 -544372
644871622374840832 -450309 -420032 -406764 -544300
644871622382230016 -450381 -420010 -406735 -544304
644871622389619200 -450365 -420001 -406649 -544315
644871622397008384 -450401 -420050 -406691 -544283
644871622404397568 -450342 -420001 -406714 -544320
644871622411786752 -450369 -419982 -406808 -544307
644871622419175936 -450396 -419996 -406707 -544327
644871622426565120 -450365 -419970 -406684 -544325
644871622433954304 -450321 -419980 -406640 -544267
644871622441343488 -450324 -419942 -406600 -544269
644871622448732672 -450291 -419921 -406642 -544282
644871622456152813 -450287 -419942 -406621 -544169
644871622463540176 -450256 -419895 -406553 -544161
644871622470927539 -450185 -419902 -406513 -544208
644871622478314902 -450201 -419825 -406450 -544196
644871622485702265 -450188 -419793 -406500 -544229
644871622493089628 -450170 -419711 -406475 -544234
644871622500476991 -450141 -419730 -406471 -544309
644871622507864354 -450183 -419753 -406424 -544263
644871622515251717 -450174 -419689 -406438 -544247
644871622522639080 -450185 -419779 -406401 -544182
644871622530026443 -450288 -419898 -406471 -544222
644871622537413806 -450334 -419942 -406489 -544265
644871622544801169 -450367 -420053 -406539 -544323
644871622552188532 -450410 -420102 -406570 -544309
644871622559575895 -450389 -420126 -406617 -544272
644871622566963258 -450353 -420170 -406699 -544248
644871622574350621 -450465 -420310 -406859 -544216
644871622581737984 -450494 -420350 -406933 -544303
644871622589032520 -450473 -420371 -406999 -544170
644871622596425344 -450507 -420390 -407073 -544128
644871622603818168 -450523 -420342 -406985 -544173
644871622611210992 -450625 -420435 -407111 -544233
644871622618603816 -450680 -420457 -407104 -544243
644871622625996640 -450687 -420532 -407137 -544186
644871622633389464 -450653 -420513 -407033 -544133
644871622640782288 -450730 -420483 -407098 -544208
644871622648175112 -450739 -420534 -407047 -544182
644871622655567936 -450728 -420512 -407078 -544223
644871622662960760 -450684 -420476 -407118 -544254
644871622670353584 -450665 -420463 -407082 -544304
644871622677746408 -450752 -420460 -407064 -544259
644871622685139232 -450649 -420442 -407137 -544246
644871622692532056 -450682 -420438 -407031 -544201
644871622699924880 -450680 -420427 -406981 -544252
644871622707317704 -450618 -420475 -406981 -544212
644871622714710528 -450658 -420409 -406956 -544287
