timestamp ch1 ch2 ch3 ambient
644871395998882304 -458002 -426227 -414418 -544012
644871396006271488 -458032 -426234 -414399 -543962
644871396013660672 -458030 -426244 -414388 -543921
644871396021049856 -458100 -426233 -414303 -543979
644871396028439040 -458117 -426262 -414232 -543980
644871396035828224 -458125 -426245 -414249 -543960
644871396043217408 -458297 -426245 -414306 -543970
644871396050606592 -458245 -426139 -414148 -543961
644871396057995776 -458301 -426214 -414241 -543944
644871396065384960 -458199 -426147 -414202 -543845
644871396072774144 -458294 -426047 -414165 -543859
644871396080163328 -458399 -426198 -414141 -543928
644871396087552512 -458441 -426187 -414218 -543931
644871396094941696 -458530 -426208 -414079 -543944
644871396102330880 -458482 -426219 -414121 -543951
644871396109720064 -458455 -426213 -414089 -543948
644871396117109248 -458415 -426173 -414083 -543948
644871396124498432 -458367 -426192 -414090 -544028
644871396131887616 -458470 -426200 -414038 -543933
644871396139276800 -458474 -426123 -413959 -543977
644871396146665984 -458422 -426152 -413875 -543867
644871396154055168 -458487 -426128 -413929 -543907
644871396161444352 -458578 -426021 -413908 -543908
644871396168833536 -458521 -426072 -413839 -543927
644871396176222720 -458554 -426051 -413860 -544004
644871396183611904 -458490 -426029 -413834 -543946
644871396191001088 -458560 -425893 -413751 -543810
644871396198359332 -458544 -425951 -413844 -543931
644871396205750336 -458599 -425894 -413615 -543901
644871396213141340 -458566 -425887 -413548 -543960
644871396220532344 -458534 -425842 -413587 -544161
644871396227923348 -458519 -425836 -413478 -544075
644871396235314352 -458430 -425478 -413405 -543978
644871396242705356 -458523 -425505 -413401 -543907
644871396250096360 -458495 -425473 -413308 -543924
644871396257487364 -458506 -425568 -413268 -543904
644871396264878368 -458457 -425550 -413161 -543882
644871396272269372 -458425 -425578 -413158 -543902
644871396279660376 -458458 -425442 -413066 -543953
644871396287051380 -458357 -425439 -413023 -543860
644871396294442384 -458363 -425450 -413006 -543887
644871396301833388 -458412 -425333 -412951 -543863
644871396309224392 -458350 -425237 -412838 -543849
644871396316615396 -458327 -425260 -412770 -543785
644871396324006400 -458416 -425132 -412763 -543916
644871396331459309 -458273 -425076 -412719 -543827
644871396338846672 -458168 -425000 -412644 -543888
644871396346234035 -458258 -424966 -412570 -543948
644871396353621398 -458251 -424937 -412527 -543935
644871396361008761 -458240 -425002 -412543 -543919
644871396368396124 -458294 -425013 -412540 -543844
644871396375783487 -458309 -424911 -412520 -543859
644871396383170850 -458263 -424856 -412373 -543910
644871396390558213 -458270 -424826 -412401 -543895
644871396397945576 -458238 -424803 -412456 -543939
644871396405332939 -458239 -424756 -412463 -543893
644871396412720302 -458307 -424745 -412462 -543925
644871396420107665 -458376 -424811 -412508 -543966
644871396427495028 -458340 -424823 -412506 -543916
644871396434882391 -458467 -424952 -412486 -543931
644871396442269754 -458469 -424883 -412574 -543929
644871396449657117 -458469 -424895 -412513 -543970
644871396457044480 -458455 -424988 -412526 -544017
644871396464369956 -458238 -425019 -412568 -543983
644871396471760960 -458415 -424993 -412663 -543946
644871396479151964 -458395 -425000 -412662 -543957
644871396486542968 -458391 -425015 -412628 -543943
644871396493933972 -458490 -425119 -412700 -543870
644871396501324976 -458462 -425120 -412768 -543932
644871396508715980 -458421 -425110 -412780 -543959
644871396516106984 -458425 -425171 -412832 -543924
644871396523497988 -458461 -425107 -412840 -543990
644871396530888992 -458479 -425213 -412859 -544104
644871396538279996 -458530 -425260 -412869 -544097
644871396545671000 -458490 -425352 -412843 -544054
644871396553062004 -458462 -425393 -412894 -544105
644871396560453008 -458504 -425312 -412968 -544116
644871396567844012 -458415 -425348 -412986 -544102
644871396575235016 -458459 -425351 -412979 -544126
644871396582626020 -458401 -425469 -413023 -544072
644871396590017024 -458519 -425545 -413053 -544058
644871396597438976 -458537 -425378 -413079 -543989
644871396604828160 -458410 -425495 -413165 -544025
644871396612217344 -458448 -425514 -413183 -544044
644871396619606528 -458417 -425606 -413110 -544145
644871396626995712 -458346 -425663 -413242 -544151
644871396634384896 -458318 -425691 -413147 -544133
644871396641774080 -458409 -425720 -413244 -544191
644871396649163264 -458456 -425760 -413328 -544148
644871396656552448 -458391 -425792 -413311 -544111
644871396663941632 -458438 -425744 -413370 -544149
644871396671330816 -458408 -425781 -413482 -544162
644871396678720000 -458324 -425888 -413485 -544117
644871396686109184 -458381 -425912 -413484 -544209
644871396693498368 -458474 -425910 -413546 -544183
644871396700887552 -458470 -425911 -413557 -544123
644871396708276736 -458476 -425991 -413717 -544139
644871396715665920 -458497 -426058 -413708 -544089
644871396723055104 -458534 -426118 -413825 -544152
644871396730444288 -458516 -426077 -413688 -544127
644871396737833472 -458529 -426083 -413797 -544138
644871396745222656 -458548 -426275 -413925 -544113
644871396752611840 -458533 -426242 -413927 -544203
644871396760001024 -458559 -426352 -413929 -544202
644871396767390208 -458512 -426298 -414016 -544113
644871396774779392 -458521 -426346 -413974 -544192
644871396782168576 -458512 -426481 -414080 -544205
644871396789557760 -458503 -426467 -414093 -544106
644871396796946944 -458533 -426466 -414069 -544130
644871396804336128 -458582 -426544 -414034 -544221
644871396811725312 -458557 -426614 -414056 -544165
644871396819114496 -458588 -426648 -414138 -544215
644871396826503680 -458430 -426604 -414175 -544224
644871396833892864 -458458 -426637 -414214 -544260
644871396841282048 -458495 -426679 -414323 -544212
644871396848671232 -458504 -426654 -414155 -544200
644871396856060416 -458463 -426744 -414249 -544220
644871396863449600 -458476 -426653 -414295 -544263
644871396870838784 -458415 -426860 -414300 -544192
644871396878227968 -458372 -426785 -414282 -544151
644871396885617152 -458389 -426865 -414328 -544198
644871396893006336 -458392 -426984 -414317 -544231
644871396900395520 -458435 -427005 -414322 -544284
644871396907784704 -458410 -426877 -414325 -544256
644871396915173888 -458388 -426933 -414372 -544233
644871396922563072 -458401 -426961 -414326 -544209
644871396929952256 -458378 -427034 -414349 -544219
644871396937341440 -458470 -427045 -414453 -544186
644871396944730624 -458399 -427109 -414459 -544165
644871396952119808 -458398 -427166 -414494 -544265
644871396959508992 -458397 -427124 -414451 -544169
644871396966898176 -458346 -427138 -414610 -544173
644871396974287360 -458456 -427165 -414543 -544171
644871396981676544 -458479 -427209 -414600 -544251
644871396989065728 -458486 -427203 -414607 -544380
644871396996485869 -458475 -427312 -414716 -544303
644871397003873232 -458455 -427321 -414720 -544273
644871397011260595 -458379 -427197 -414595 -544212
644871397018647958 -458417 -427231 -414653 -544232
644871397026035321 -458414 -427318 -414592 -544181
644871397033422684 -458439 -427234 -414622 -544190
644871397040810047 -458410 -427258 -414618 -544200
644871397048197410 -458367 -427224 -414568 -544152
644871397055584773 -458409 -427183 -414642 -544270
644871397062972136 -458389 -427223 -414651 -544220
644871397070359499 -458308 -427328 -414664 -544180
644871397077746862 -458271 -427283 -414600 -544226
644871397085134225 -458341 -427228 -414652 -544165
644871397092521588 -458360 -427244 -414701 -544173
644871397099908951 -458302 -427256 -414692 -544215
644871397107296314 -458390 -427185 -414678 -544294
644871397114683677 -458388 -427290 -414708 -544199
644871397122071040 -458340 -427278 -414746 -544215
644871397129396516 -458418 -427359 -414728 -544181
644871397136787520 -458438 -427308 -414743 -544114
644871397144178524 -458355 -427283 -414785 -544148
644871397151569528 -458297 -427337 -414802 -544161
644871397158960532 -458345 -427282 -414871 -544221
644871397166351536 -458277 -427318 -414752 -544115
644871397173742540 -458405 -427362 -414851 -544156
644871397181133544 -458449 -427447 -414936 -544139
644871397188524548 -458462 -427403 -414959 -544087
644871397195915552 -458544 -427456 -415043 -544200
644871397203306556 -458583 -427579 -415112 -544124
644871397210697560 -458697 -427560 -415101 -544067
644871397218088564 -458707 -427734 -415218 -544174
644871397225479568 -458680 -427813 -415261 -544124
644871397232870572 -458881 -427824 -415406 -544209
644871397240261576 -458865 -427889 -415575 -544112
644871397247652580 -459012 -428029 -415657 -544174
644871397255043584 -459031 -428166 -415733 -544166
644871397262434596 -459120 -428037 -415927 -544042
644871397269825600 -459254 -428212 -416012 -544066
644871397277216604 -459146 -428394 -416051 -544019
644871397284607608 -459260 -428453 -416167 -544054
644871397291998612 -459433 -428503 -416234 -544092
644871397299389616 -459508 -428523 -416266 -544120
644871397306780620 -459499 -428583 -416459 -544026
644871397314171624 -459609 -428688 -416494 -544087
644871397321562628 -459653 -428800 -416486 -544089
644871397328953632 -459719 -428766 -416633 -543991
644871397336344636 -459796 -428855 -416638 -544025
644871397343735640 -459820 -428958 -416799 -544105
644871397351126644 -459856 -429033 -416789 -544111
644871397358517648 -459889 -429146 -416830 -544119
644871397365908652 -459957 -429116 -416908 -544120
644871397373299656 -460034 -429174 -417054 -544141
644871397380690660 -460147 -429199 -417074 -544038
644871397388081664 -460106 -429284 -417153 -544137
644871397395503616 -460104 -429478 -417056 -543952
644871397402892800 -460129 -429422 -417117 -543990
644871397410281984 -460250 -429364 -417084 -543951
644871397417671168 -460240 -429375 -417173 -544009
644871397425060352 -460381 -429450 -417249 -544018
644871397432449536 -460338 -429453 -417204 -544010
644871397439838720 -460393 -429469 -417334 -544036
644871397447227904 -460432 -429527 -417206 -544010
644871397454617088 -460468 -429496 -417365 -544046
644871397462006272 -460541 -429552 -417379 -544018
644871397469395456 -460597 -429589 -417345 -543985
644871397476784640 -460632 -429534 -417409 -543935
644871397484173824 -460636 -429640 -417437 -543948
644871397491563008 -460684 -429727 -417434 -543873
644871397498952192 -460804 -429787 -417451 -543965
644871397506341376 -460837 -429632 -417413 -544004
644871397513730560 -460852 -429643 -417478 -544002
644871397521119744 -460867 -429616 -417447 -544030
644871397528508928 -460790 -429597 -417371 -543841
644871397535898112 -460910 -429689 -417412 -543989
644871397543287296 -461022 -429671 -417412 -544025
644871397550676480 -461003 -429689 -417387 -544019
644871397558065664 -461026 -429632 -417359 -543962
644871397565454848 -461052 -429695 -417306 -543922
644871397572844032 -461113 -429754 -417237 -543983
644871397580233216 -461075 -429726 -417161 -543957
644871397587622400 -461096 -429751 -417226 -543901
644871397595011584 -461213 -429739 -417247 -543959
644871397602400768 -461208 -429794 -417188 -543885
644871397609789952 -461196 -429803 -417120 -543960
644871397617179136 -461213 -429852 -417115 -544001
644871397624568320 -461175 -429865 -417066 -543913
644871397631957504 -461246 -429859 -417061 -543953
644871397639346688 -461199 -429736 -416876 -543862
644871397646735872 -461189 -429720 -416846 -543900
644871397654125056 -461213 -429695 -416776 -544042
644871397661545197 -461345 -429760 -416666 -543805
644871397668932560 -461333 -429612 -416515 -543940
644871397676319923 -461370 -429519 -416372 -544008
644871397683707286 -461367 -429502 -416442 -543958
644871397691094649 -461280 -429440 -416316 -544001
644871397698482012 -461204 -429423 -416191 -543923
644871397705869375 -461166 -429333 -416170 -543858
644871397713256738 -461207 -429286 -415975 -543966
644871397720644101 -461123 -429197 -415996 -543882
644871397728031464 -461079 -429108 -415820 -543905
644871397735418827 -461069 -429068 -415814 -544028
644871397742806190 -461020 -428889 -415603 -543890
644871397750193553 -461032 -428906 -415492 -543901
644871397757580916 -460878 -428922 -415443 -543911
644871397764968279 -460964 -428883 -415408 -543968
644871397772355642 -460878 -428761 -415333 -543914
644871397779743005 -460823 -428689 -415248 -543981
644871397787130368 -460867 -428756 -415171 -544021
644871397794393947 -460782 -428572 -414994 -543840
644871397801788592 -460795 -428508 -415050 -543908
644871397809183237 -460758 -428556 -414932 -543958
644871397816577882 -460741 -428477 -414956 -544020
644871397823972527 -460635 -428351 -414904 -543995
644871397831367172 -460576 -428307 -414848 -543991
644871397838761817 -460446 -428274 -414835 -543999
644871397846156462 -460442 -428289 -414719 -544075
644871397853551107 -460410 -428162 -414724 -544044
644871397860945752 -460360 -428069 -414729 -544058
644871397868340397 -460381 -428119 -414634 -544106
644871397875735042 -460383 -428099 -414745 -544092
644871397883129687 -460379 -428036 -414631 -544136
644871397890524332 -460288 -427993 -414646 -544120
644871397897918977 -460220 -427943 -414554 -544114
644871397905313622 -460191 -427898 -414456 -544026
644871397912708267 -460168 -427860 -414462 -544157
644871397920102912 -460055 -427767 -414421 -544092
644871397927621357 -460035 -427791 -414425 -544034
644871397935008720 -459909 -427712 -414414 -544106
644871397942396083 -459891 -427641 -414442 -544064
644871397949783446 -459775 -427688 -414343 -544064
644871397957170809 -459833 -427614 -414409 -544153
644871397964558172 -459720 -427587 -414389 -544163
644871397971945535 -459730 -427561 -414391 -544109
644871397979332898 -459705 -427528 -414358 -544192
644871397986720261 -459653 -427661 -414397 -544209
644871397994107624 -459604 -427516 -414405 -544182
644871398001494987 -459604 -427508 -414344 -544206
644871398008882350 -459570 -427498 -414385 -544185
644871398016269713 -459509 -427534 -414413 -544260
644871398023657076 -459381 -427540 -414367 -544177
644871398031044439 -459430 -427567 -414380 -544243
644871398038431802 -459317 -427513 -414443 -544110
644871398045819165 -459333 -427490 -414372 -544088
644871398053206528 -459235 -427561 -414407 -544178
644871398060532004 -459267 -427591 -414505 -544069
644871398067923008 -459247 -427606 -414474 -544067
644871398075314012 -459231 -427706 -414488 -544163
644871398082705016 -459181 -427848 -414521 -544181
644871398090096020 -459137 -427833 -414589 -544150
644871398097487024 -459147 -427928 -414583 -544334
644871398104878028 -459158 -428034 -414594 -544313
644871398112269032 -459090 -428013 -414575 -544276
644871398119660036 -459063 -428092 -414641 -544259
644871398127051040 -459109 -428200 -414708 -544230
644871398134442044 -459177 -428303 -414755 -544181
644871398141833048 -459146 -428368 -414801 -544132
644871398149224052 -459103 -428349 -414861 -544215
644871398156615056 -459166 -428532 -414988 -544245
644871398164006060 -459246 -428626 -415079 -544270
644871398171397064 -459274 -428728 -415190 -544288
644871398178788068 -459318 -428794 -415352 -544323
644871398186179072 -459231 -428873 -415372 -544313
644871398193601024 -459386 -428929 -415459 -544204
644871398200990208 -459419 -429003 -415602 -544273
644871398208379392 -459487 -429073 -415710 -544208
644871398215768576 -459476 -429186 -415749 -544234
644871398223157760 -459470 -429320 -415840 -544258
644871398230546944 -459483 -429374 -416017 -544217
644871398237936128 -459438 -429580 -416142 -544254
644871398245325312 -459594 -429576 -416125 -544334
644871398252714496 -459635 -429726 -416247 -544318
644871398260103680 -459640 -429853 -416300 -544232
644871398267492864 -459654 -429783 -416436 -544273
644871398274882048 -459728 -429912 -416721 -544288
644871398282271232 -459748 -430112 -416664 -544182
644871398289660416 -459826 -430067 -416718 -544215
644871398297049600 -459847 -430188 -416854 -544237
644871398304438784 -459906 -430266 -417002 -544184
644871398311827968 -459882 -430304 -417002 -544181
644871398319217152 -459914 -430376 -417119 -544247
644871398326606336 -460083 -430315 -417227 -544178
644871398333995520 -460070 -430355 -417251 -544179
644871398341384704 -460052 -430506 -417325 -544162
644871398348773888 -460094 -430679 -417309 -544184
644871398356163072 -460134 -430723 -417467 -544146
644871398363552256 -460175 -430689 -417475 -544220
644871398370941440 -460231 -430876 -417563 -544223
644871398378330624 -460293 -430793 -417680 -544218
644871398385719808 -460374 -430866 -417712 -544144
644871398393108992 -460425 -430776 -417852 -544130
644871398400498176 -460469 -430909 -417833 -544172
644871398407887360 -460653 -430902 -418051 -544207
644871398415276544 -460496 -430837 -417968 -544085
644871398422665728 -460547 -430792 -418014 -544058
644871398430054912 -460623 -430855 -418066 -544144
644871398437444096 -460596 -430758 -418137 -544065
644871398444833280 -460615 -430817 -418155 -544143
644871398452222464 -460629 -430794 -418219 -544078
644871398459580708 -460659 -430723 -418193 -544236
644871398466971712 -460780 -430667 -418138 -544236
644871398474362716 -460708 -430683 -418173 -544124
644871398481753720 -460732 -430672 -418349 -544107
644871398489144724 -460715 -430682 -418274 -544187
644871398496535728 -460680 -430648 -418235 -544131
644871398503926732 -460722 -430639 -418345 -544166
644871398511317736 -460733 -430564 -418335 -544102
644871398518708740 -460700 -430593 -418333 -544050
644871398526099744 -460632 -430448 -418275 -544065
644871398533490748 -460662 -430572 -418305 -544110
644871398540881752 -460719 -430569 -418279 -544201
644871398548272756 -460644 -430618 -418301 -544280
644871398555663760 -460736 -430594 -418259 -544249
644871398563054764 -460783 -430587 -418327 -544189
644871398570445768 -460811 -430537 -418345 -544203
644871398577836772 -460762 -430587 -418369 -544184
644871398585227776 -460714 -430550 -418418 -544233
644871398592649728 -460661 -430510 -418371 -544058
644871398600038912 -460683 -430577 -418387 -544027
644871398607428096 -460692 -430585 -418373 -544113
644871398614817280 -460658 -430623 -418330 -544147
644871398622206464 -460709 -430610 -418316 -544230
644871398629595648 -460715 -430606 -418366 -544239
644871398636984832 -460669 -430638 -418413 -544255
644871398644374016 -460685 -430603 -418406 -544200
644871398651763200 -460783 -430599 -418334 -544253
644871398659152384 -460681 -430532 -418362 -544234
644871398666541568 -460697 -430559 -418352 -544319
644871398673930752 -460620 -430601 -418320 -544192
644871398681319936 -460584 -430535 -418336 -544218
644871398688709120 -460584 -430474 -418279 -544154
644871398696098304 -460506 -430560 -418303 -544189
644871398703487488 -460584 -430564 -418316 -544246
644871398710876672 -460563 -430619 -418258 -544205
644871398718265856 -460609 -430580 -418293 -544215
644871398725655040 -460545 -430548 -418334 -544207
644871398733044224 -460632 -430610 -418362 -544203
644871398740433408 -460554 -430621 -418319 -544206
644871398747822592 -460571 -430596 -418315 -544145
644871398755211776 -460565 -430612 -418262 -544085
644871398762600960 -460492 -430658 -418361 -544161
644871398769990144 -460468 -430606 -418381 -544156
644871398777379328 -460562 -430543 -418361 -544044
644871398784768512 -460581 -430585 -418343 -544086
644871398792157696 -460568 -430556 -418205 -544111
644871398799546880 -460571 -430570 -418310 -544129
644871398806936064 -460551 -430504 -418362 -544088
644871398814325248 -460576 -430543 -418358 -544115
644871398821714432 -460520 -430467 -418342 -544046
644871398829103616 -460592 -430492 -418399 -544035
644871398836492800 -460521 -430479 -418351 -544102
644871398843881984 -460529 -430444 -418397 -544126
644871398851271168 -460541 -430533 -418431 -544173
644871398858660352 -460760 -430319 -418559 -543979
644871398866049536 -460647 -430332 -418554 -544078
644871398873438720 -460586 -430381 -418503 -544107
644871398880827904 -460619 -430347 -418456 -544182
644871398888217088 -460578 -430400 -418461 -544100
644871398895606272 -460532 -430339 -418435 -544016
644871398902995456 -460592 -430391 -418428 -543990
644871398910384640 -460554 -430350 -418475 -544010
644871398917773824 -460637 -430320 -418486 -544032
644871398925163008 -460557 -430309 -418522 -544095
644871398932552192 -460648 -430290 -418416 -543989
644871398939941376 -460592 -430206 -418482 -543992
644871398947330560 -460683 -430131 -418437 -543995
644871398954719744 -460673 -430144 -418574 -544029
644871398962108928 -460708 -430167 -418478 -543990
644871398969498112 -460658 -430093 -418392 -543957
644871398976887296 -460694 -430013 -418302 -543936
644871398984276480 -460529 -430071 -418414 -544010
644871398991665664 -460659 -430145 -418500 -544069
644871398999054848 -460699 -430051 -418428 -544030
644871399006444032 -460622 -430046 -418349 -543942
644871399013833216 -460669 -430034 -418443 -544001
644871399021222400 -460720 -430053 -418385 -544011
644871399028611584 -460812 -429992 -418410 -544045
644871399036000768 -460813 -430112 -418636 -544058
644871399043389952 -460782 -430080 -418628 -543976
644871399050779136 -460866 -430037 -418655 -544053
644871399058168320 -460922 -430020 -418711 -544016
644871399065557504 -460992 -430125 -418676 -543927
644871399072946688 -461063 -430192 -418814 -543968
644871399080335872 -461160 -430276 -418870 -543959
644871399087725056 -460953 -430273 -418868 -543944
644871399095114240 -461088 -430389 -419024 -543962
644871399102503424 -461199 -430433 -419059 -543917
644871399109892608 -461343 -430530 -419122 -544017
644871399117281792 -461359 -430677 -419175 -544010
644871399124640036 -461292 -430564 -419121 -543842
644871399132031040 -461479 -430671 -419255 -543957
644871399139422044 -461475 -430722 -419264 -543927
644871399146813048 -461529 -430933 -419440 -543931
644871399154204052 -461656 -430865 -419526 -543927
644871399161595056 -461716 -430916 -419538 -543977
644871399168986060 -461719 -430980 -419606 -543952
644871399176377064 -461847 -430964 -419599 -543991
644871399183768068 -461870 -430981 -419666 -543946
644871399191159072 -461727 -430984 -419695 -543894
644871399198550076 -461829 -430978 -419742 -543956
644871399205941080 -461851 -430967 -419753 -543970
644871399213332084 -461841 -431067 -419812 -543947
644871399220723088 -461910 -431061 -419867 -543979
644871399228114092 -461859 -431191 -419833 -543957
644871399235505096 -461972 -431240 -419885 -543939
644871399242896100 -462035 -431275 -419954 -544017
644871399250287104 -462011 -431293 -419954 -543953
644871399257709056 -462066 -431159 -419819 -543982
644871399265098240 -462113 -431315 -419939 -544029
644871399272487424 -462109 -431339 -419928 -543992
644871399279876608 -462057 -431365 -419984 -543982
644871399287265792 -462069 -431470 -419936 -543908
644871399294654976 -461995 -431496 -419920 -543947
644871399302044160 -462069 -431549 -419935 -543990
644871399309433344 -462078 -431504 -420031 -543983
644871399316822528 -462084 -431548 -419966 -543861
644871399324211712 -462033 -431514 -420017 -543884
644871399331600896 -462135 -431526 -420055 -543931
644871399338990080 -462120 -431621 -420024 -543933
644871399346379264 -462181 -431634 -420064 -543986
644871399353768448 -462166 -431728 -420050 -543955
644871399361157632 -462286 -431733 -420094 -543899
644871399368546816 -462137 -431792 -420194 -543913
644871399375936000 -462334 -431792 -420138 -543948
644871399383325184 -462240 -431951 -420123 -543972
644871399390683428 -462333 -431907 -420101 -544001
644871399398074432 -462287 -431977 -420140 -544045
644871399405465436 -462298 -432080 -420226 -543982
644871399412856440 -462321 -432090 -420261 -544010
644871399420247444 -462339 -432193 -420368 -543968
644871399427638448 -462417 -432305 -420378 -543964
644871399435029452 -462405 -432328 -420348 -544023
644871399442420456 -462389 -432368 -420411 -544047
644871399449811460 -462436 -432428 -420523 -544069
644871399457202464 -462388 -432384 -420510 -543999
644871399464593468 -462405 -432445 -420441 -544043
644871399471984472 -462423 -432442 -420403 -543965
644871399479375476 -462452 -432460 -420408 -543923
644871399486766480 -462486 -432467 -420425 -544012
644871399494157484 -462518 -432585 -420440 -544032
644871399501548488 -462453 -432656 -420442 -544078
644871399508939492 -462394 -432559 -420493 -544092
644871399516330496 -462424 -432563 -420468 -544124
644871399523752448 -462319 -432645 -420318 -543972
644871399531141632 -462437 -432699 -420400 -544028
644871399538530816 -462419 -432676 -420466 -544000
644871399545920000 -462325 -432671 -420505 -544007
644871399553309184 -462405 -432630 -420516 -544028
644871399560698368 -462494 -432657 -420486 -544118
644871399568087552 -462477 -432620 -420433 -544059
644871399575476736 -462440 -432627 -420408 -544107
644871399582865920 -462440 -432660 -420417 -544151
644871399590255104 -462388 -432628 -420423 -544177
644871399597644288 -462438 -432743 -420505 -544180
644871399605033472 -462390 -432796 -420436 -544127
644871399612422656 -462410 -432796 -420441 -544154
644871399619811840 -462333 -432842 -420379 -544051
644871399627201024 -462331 -432785 -420350 -544198
644871399634590208 -462342 -432823 -420378 -544112
644871399641979392 -462295 -432861 -420328 -544059
644871399649368576 -462285 -432823 -420342 -544076
644871399656757760 -462248 -432781 -420287 -544048
644871399664146944 -462153 -432831 -420272 -544040
644871399671536128 -462244 -432806 -420259 -544116
644871399678925312 -462209 -432876 -420284 -544119
644871399686314496 -462211 -432919 -420381 -544134
644871399693703680 -462167 -432933 -420333 -544088
644871399701092864 -462085 -432886 -420265 -544061
644871399708482048 -462143 -432927 -420215 -544133
644871399715871232 -462127 -432871 -420256 -544053
644871399723260416 -462135 -432896 -420196 -544037
644871399730649600 -462073 -432905 -420178 -544076
644871399738038784 -462121 -432878 -420181 -544157
644871399745427968 -462124 -432910 -420202 -544103
644871399752817152 -462161 -432946 -420237 -544123
644871399760206336 -462162 -432989 -420246 -544071
644871399767595520 -462155 -432941 -420174 -544076
644871399774984704 -462158 -432885 -420118 -544024
644871399782373888 -462146 -432968 -420203 -544055
644871399789763072 -462136 -432987 -420037 -544015
644871399797152256 -462150 -433020 -420042 -544017
644871399804541440 -462158 -432923 -420225 -543982
644871399811930624 -462162 -433079 -420168 -544047
644871399819319808 -462174 -433043 -420256 -543984
644871399826708992 -462166 -432971 -420298 -544016
644871399834098176 -462111 -433091 -420279 -543993
644871399841487360 -462197 -433067 -420313 -544034
644871399848876544 -462098 -433111 -420273 -543995
644871399856265728 -462171 -433123 -420237 -544014
644871399863654912 -462177 -433088 -420215 -543927
644871399871044096 -462154 -433122 -420281 -543900
644871399878433280 -462233 -433177 -420301 -543998
644871399885822464 -462256 -433171 -420320 -544049
644871399893211648 -462330 -433122 -420433 -544028
644871399900600832 -462245 -433155 -420392 -544057
644871399907990016 -462253 -433163 -420386 -544099
644871399915379200 -462372 -433187 -420334 -544115
644871399922768384 -462394 -433238 -420388 -544086
644871399930157568 -462401 -433272 -420464 -544092
644871399937546752 -462403 -433229 -420435 -543985
644871399944935936 -462435 -433175 -420565 -544042
644871399952325120 -462479 -433216 -420594 -544012
644871399959714304 -462540 -433234 -420571 -544109
644871399967103488 -462488 -433222 -420606 -544105
644871399974492672 -462576 -433134 -420664 -544069
644871399981881856 -462578 -433125 -420735 -544030
644871399989271040 -462536 -433096 -420633 -544024
644871399996660224 -462606 -433078 -420734 -544070
644871400004049408 -462562 -433050 -420722 -544098
644871400011438592 -462623 -432967 -420697 -544055
644871400018827776 -462591 -432889 -420625 -544023
644871400026216960 -462521 -432881 -420596 -543986
644871400033606144 -462534 -432823 -420561 -544049
644871400040995328 -462597 -432760 -420518 -544075
644871400048384512 -462591 -432819 -420506 -543994
644871400055742756 -462543 -432733 -420364 -544115
644871400063133760 -462644 -432797 -420443 -544096
644871400070524764 -462675 -432798 -420482 -544068
644871400077915768 -462688 -432736 -420537 -544058
644871400085306772 -462688 -432702 -420483 -544165
644871400092697776 -462654 -432660 -420534 -544112
644871400100088780 -462704 -432636 -420476 -544067
644871400107479784 -462745 -432683 -420572 -544080
644871400114870788 -462711 -432693 -420483 -544135
644871400122261792 -462699 -432740 -420465 -544117
644871400129652796 -462687 -432797 -420486 -544154
644871400137043800 -462649 -432717 -420521 -544207
644871400144434804 -462663 -432812 -420487 -544187
644871400151825808 -462607 -432796 -420556 -544163
644871400159216812 -462631 -432791 -420532 -544177
644871400166607816 -462661 -432760 -420501 -544237
644871400173998820 -462653 -432703 -420482 -544118
644871400181389824 -462585 -432687 -420434 -544189
644871400188811776 -462562 -432819 -420571 -544380
644871400196200960 -462595 -432727 -420539 -544248
644871400203590144 -462545 -432767 -420440 -544225
644871400210979328 -462469 -432761 -420511 -544225
644871400218368512 -462572 -432773 -420390 -544145
644871400225757696 -462546 -432831 -420361 -544160
644871400233146880 -462462 -432840 -420348 -544183
644871400240536064 -462458 -432858 -420376 -544222
644871400247925248 -462439 -432845 -420288 -544263
644871400255314432 -462405 -432932 -420352 -544203
644871400262703616 -462410 -432878 -420331 -544275
644871400270092800 -462373 -432851 -420223 -544320
644871400277481984 -462356 -432881 -420313 -544226
644871400284871168 -462381 -432899 -420316 -544302
644871400292260352 -462323 -432900 -420282 -544262
644871400299649536 -462334 -432845 -420271 -544314
644871400307038720 -462278 -433026 -420292 -544231
644871400314427904 -462212 -432887 -420178 -544238
644871400321817088 -462142 -432799 -420383 -544131
644871400329206272 -462164 -432832 -420310 -544217
644871400336595456 -462136 -432850 -420258 -544203
644871400343984640 -462103 -432897 -420152 -544245
644871400351373824 -462033 -432849 -420116 -544189
644871400358763008 -462024 -432924 -420032 -544179
644871400366152192 -462014 -432925 -419991 -544209
644871400373541376 -461916 -432866 -420030 -544245
644871400380930560 -461992 -432968 -420026 -544264
644871400388319744 -461905 -432872 -420002 -544313
644871400395708928 -461860 -432806 -419964 -544304
644871400403098112 -461906 -432803 -419952 -544282
644871400410487296 -461907 -432695 -419825 -544239
644871400417876480 -461817 -432738 -419843 -544345
644871400425265664 -461807 -432770 -419821 -544300
644871400432654848 -461861 -432738 -419818 -544291
644871400440044032 -461738 -432669 -419711 -544319
644871400447433216 -461765 -432695 -419748 -544259
644871400454822400 -461905 -432609 -419812 -544133
644871400462211584 -461811 -432561 -419711 -544190
644871400469600768 -461816 -432633 -419650 -544229
644871400476989952 -461788 -432544 -419571 -544234
